日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	
EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	AD	2014-02-15T07:00:00	139.425	139.481	139.425	139.481	139.383	
132.200	132.060	132.067	132.111	132.169	132.028	132.038	291494.62	2013-09-10T01:00:00	
132.016	132.230	131.988	132.143	131.990	132.200	131.960	132.111	293184.33	
2013-09-10T00:30:00	131.930	132.021	131.869	132.016	131.900	131.994	131.837	131.990	
292286.11	2013-09-10T00:00:00	131.989	132.029	131.858	131.930	131.958	132.000	131.826	
131.900	290143.17	2013-09-09T23:30:00	131.788	132.022	131.778	131.989	131.758	131.992	
131.748	131.958	290622.52	2013-09-09T23:00:00	131.510	131.836	131.489	131.788	131.481	
131.806	131.460	131.758	287157.34	2013-09-09T22:30:00	131.328	131.535	131.325	131.510	
131.296	131.508	131.296	131.481	283601.71	2013-09-09T22:00:00	131.287	131.440	131.281	
131.328	131.256	131.413	131.249	131.296	281191.46	2013-09-09T21:30:00	131.302	131.346	
131.231	131.287	131.274	131.320	131.199	131.256	282366.95	2013-09-09T21:00:00	131.280	
131.365	131.256	131.302	131.251	131.336	131.224	131.274	282557.34	2013-09-09T20:30:00	
131.241	131.297	131.226	131.280	131.211	131.267	131.194	131.251	282840.84	
2013-09-09T20:00:00	131.291	131.359	131.220	131.241	131.259	131.334	131.188	131.211	
282114.07	2013-09-09T19:30:00	131.246	131.358	131.225	131.291	131.214	131.330	131.194	
131.259	283083.93	2013-09-09T19:00:00	131.194	131.270	131.179	131.246	131.165	131.241	
131.149	131.214	283151.30	2013-09-09T18:30:00	131.133	131.246	131.123	131.194	131.104	
131.217	131.094	131.165	282563.13	2013-09-09T18:00:00	131.187	131.213	131.091	131.133	
131.155	131.188	131.061	131.104	282302.69	2013-09-09T17:30:00	131.160	131.261	131.094	
131.187	131.129	131.231	131.063	131.155	283022.29	2013-09-09T17:00:00	131.226	131.303	
130.999	131.160	131.204	131.275	130.970	131.129	282695.52	2013-09-09T16:30:00	131.207	
131.286	131.087	131.226	131.175	131.263	131.056	131.204	282549.54	2013-09-09T16:00:00	
131.119	131.226	131.103	131.207	131.088	131.196	131.073	131.175	281371.90	
2013-09-09T15:30:00	131.292	131.357	131.043	131.119	131.262	131.329	131.015	131.088	
279676.83	2013-09-09T15:00:00	131.313	131.378	131.261	131.292	131.282	131.351	131.230	
131.262	281395.35	2013-09-09T14:30:00	131.260	131.374	131.247	131.313	131.230	131.346	
131.215	131.282	282236.69	2013-09-09T14:00:00	131.349	131.347	131.223	131.260	131.317	
131.319	131.191	131.230	282206.94	2013-09-09T13:30:00	131.318	131.359	131.282	131.349	
131.286	131.334	131.252	131.317	282755.77	2013-09-09T13:00:00	131.289	131.385	131.241	
131.318	131.259	131.357	131.211	131.286	282126.50	2013-09-09T12:30:00	131.200	131.316	
131.171	131.289	131.170	131.286	131.139	131.259	282091.24	2013-09-09T12:00:00	131.225	
131.235	131.144	131.200	131.198	131.207	131.113	131.170	281305.49	2013-09-09T11:30:00	
131.131	131.242	131.103	131.225	131.099	131.213	131.072	131.198	281071.23	
2013-09-09T11:00:00	131.362	131.360	131.055	131.131	131.332	131.332	131.025	131.099	
280182.44	2013-09-09T10:30:00	131.286	131.450	131.284	131.362	131.264	131.423	131.256	
131.332	281362.26	2013-09-09T10:00:00	131.330	131.366	131.211	131.286	131.298	131.336	
131.180	131.264	281524.92	2013-09-09T09:30:00	131.448	131.551	131.301	131.330	131.416	
131.521	131.269	131.298	281373.69	2013-09-09T09:00:00	131.749	131.791	131.395	131.448	
131.719	131.762	131.363	131.416	283877.98	2013-09-09T08:30:00	131.639	131.863	131.633	
131.749	131.612	131.835	131.602	131.719	287440.25	2013-09-09T08:00:00	131.525	131.686	
131.507	131.639	131.496	131.656	131.475	131.612	287426.87	2013-09-09T07:30:00	131.501	
131.583	131.492	131.525	131.469	131.551	131.459	131.496	286540.54	2013-09-09T07:00:00	
131.488	131.649	131.418	131.501	131.444	131.601	131.382	131.469	286730.72	
2013-09-09T06:30:00	131.213	131.517	131.211	131.488	131.161	131.473	131.159	131.444	
287307.29	2013-09-09T06:00:00	131.301	131.458	131.189	131.213	131.216	131.346	131.092	
131.161	286245.79	2013-09-09T05:30:00	131.328	131.359	131.217	131.301	131.142	131.237	
131.079	131.216	286745.87	2013-09-09T05:00:00	131.314	131.363	131.284	131.328	131.127	
131.177	131.097	131.142	286437.51	2013-09-09T04:30:00	131.389	131.393	131.283	131.314	
131.202	131.207	131.096	131.127	286405.39	2013-09-09T04:00:00	130.664	131.560	131.294	
131.389	130.587	131.363	131.107	131.202	286516.63	2013-09-07T05:30:00	130.619	130.708	
130.529	130.664	130.570	130.637	130.475	130.587	286630.84	2013-09-07T05:00:00	130.541	
130.652	130.486	130.619	130.507	130.612	130.444	130.570	285990.56	2013-09-07T04:30:00	
130.645	130.663	130.504	130.541	130.612	130.631	130.471	130.507	285319.06	
2013-09-07T04:00:00	130.830	130.838	130.558	130.645	130.797	130.807	130.525	130.612	
286488.91	2013-09-07T03:30:00	130.650	130.865	130.641	130.830	130.617	130.835	130.610	
130.797	287742.40	2013-09-07T03:00:00	130.519	130.672	130.519	130.650	130.488	130.639	
130.486	130.617	286155.71	2013-09-07T02:30:00	130.410	130.519	130.409	130.519	130.380	
130.488	130.378	130.488	285181.13	2013-09-07T02:00:00	130.394	130.438	130.374	130.410	
130.362	130.409	130.342	130.380	284439.13	2013-09-07T01:30:00	130.469	130.496	130.387	
130.394	130.438	130.466	130.355	130.362	284285.32	2013-09-07T01:00:00	130.421	130.504	
130.381	130.469	130.390	130.475	130.349	130.438	285305.13	2013-09-07T00:30:00	130.252	
130.468	130.242	130.421	130.222	130.438	130.212	130.390	284690.62	2013-09-07T00:00:00	
130.157	130.272	130.159	130.252	130.133	130.245	130.134	130.222	283153.06	
2013-09-06T23:30:00	130.123	130.289	130.075	130.157	130.099	130.259	130.044	130.133	
281068.96	2013-09-06T23:00:00	130.059	130.169	129.941	130.123	130.034	130.141	129.912	
130.099	281914.11	2013-09-06T22:30:00	130.295	130.352	129.913	130.059	130.263	130.323	
129.892	130.034	275882.36	2013-09-06T22:00:00	130.265	130.393	130.196	130.295	130.233	
130.363	130.164	130.263	279450.95	2013-09-06T21:30:00	130.941	131.160	130.051	130.265	
130.743	130.990	129.997	130.233	279483.29	2013-09-06T21:00:00	130.791	130.958	130.668	
130.941	130.762	130.936	130.638	130.743	287157.68	2013-09-06T20:30:00	130.730	130.904	
130.720	130.791	130.698	130.874	130.689	130.762	288373.73	2013-09-06T20:00:00	130.715	
130.756	130.647	130.730	130.685	130.727	130.617	130.698	288916.36	2013-09-06T19:30:00	
130.792	130.833	130.712	130.715	130.766	130.804	130.682	130.685	287923.16	
2013-09-06T19:00:00	130.725	130.851	130.708	130.792	130.695	130.823	130.677	130.766	
289792.47	2013-09-06T18:30:00	130.865	130.888	130.643	130.725	130.838	130.860	130.613	
130.695	289177.02	2013-09-06T18:00:00	130.891	130.955	130.828	130.865	130.860	130.928	
130.797	130.838	290091.03	2013-09-06T17:30:00	130.726	130.906	130.713	130.891	130.696	
130.876	130.686	130.860	290839.87	2013-09-06T17:00:00	130.661	130.742	130.588	130.726	
130.630	130.715	130.558	130.696	288754.27	2013-09-06T16:30:00	130.821	130.858	130.636	
130.661	130.795	130.832	130.604	130.630	286948.80	2013-09-06T16:00:00	130.798	130.900	
130.713	130.821	130.770	130.871	130.686	130.795	289197.43	2013-09-06T15:30:00	130.991	
131.071	130.757	130.798	130.963	131.041	130.728	130.770	288549.92	2013-09-06T15:00:00	
131.009	131.038	130.933	130.991	130.979	131.008	130.903	130.963	290359.97	
2013-09-06T14:30:00	131.026	131.034	130.933	131.009	130.996	131.006	130.904	130.979	
290074.26	2013-09-06T14:00:00	131.089	131.091	130.968	131.026	131.060	131.063	130.939	
130.996	289322.26	2013-09-06T13:30:00	131.151	131.151	131.013	131.089	131.120	131.122	
130.981	131.060	289476.05	2013-09-06T13:00:00	131.102	131.203	131.041	131.151	131.070	
131.176	131.012	131.120	289320.15	2013-09-06T12:30:00	131.066	131.134	131.055	131.102	
131.036	131.104	131.023	131.070	288495.13	2013-09-06T12:00:00	131.074	131.162	131.037	
131.066	131.044	131.133	131.005	131.036	288231.28	2013-09-06T11:30:00	130.975	131.074	
130.969	131.074	130.943	131.045	130.939	131.044	288920.67	2013-09-06T11:00:00	130.945	
131.053	130.941	130.975	130.914	131.023	130.910	130.943	287803.16	2013-09-06T10:30:00	
131.064	131.106	130.889	130.945	131.035	131.075	130.857	130.914	288622.96	
2013-09-06T10:00:00	131.091	131.091	130.897	131.064	131.060	131.061	130.868	131.035	
289663.43	2013-09-06T09:30:00	131.217	131.223	131.091	131.091	131.186	131.193	131.060	
131.060	287003.43	2013-09-06T09:00:00	131.366	131.375	131.179	131.217	131.336	131.348	
131.148	131.186	289997.43	2013-09-06T08:30:00	131.415	131.419	131.306	131.366	131.385	
131.390	131.274	131.336	291660.27	2013-09-06T08:00:00	131.438	131.460	131.385	131.415	
131.406	131.431	131.355	131.385	291581.58	2013-09-06T07:30:00	131.427	131.497	131.402	
131.438	131.394	131.470	131.370	131.406	291716.32	2013-09-06T07:00:00	131.434	131.429	
131.378	131.427	131.391	131.397	131.345	131.394	291994.92	2013-09-06T06:30:00	131.399	
131.438	131.392	131.434	131.348	131.392	131.344	131.391	291504.84	2013-09-06T06:00:00	
131.369	131.402	131.352	131.399	131.314	131.352	131.288	131.348	291156.96	
2013-09-06T05:30:00	131.368	131.384	131.331	131.369	131.338	131.353	131.292	131.314	
291033.59	2013-09-06T05:00:00	131.370	131.382	131.343	131.368	131.340	131.354	131.315	
131.338	291247.90	2013-09-06T04:30:00	131.391	131.403	131.331	131.370	131.359	131.373	
131.302	131.340	291113.28	2013-09-06T04:00:00	131.387	131.419	131.328	131.391	131.354	
131.389	131.298	131.359	291038.57	2013-09-06T03:30:00	131.460	131.481	131.378	131.387	
131.428	131.449	131.345	131.354	290584.47	2013-09-06T03:00:00	131.334	131.466	131.290	
131.460	131.301	131.436	131.258	131.428	291494.08	2013-09-06T02:30:00	131.318	131.401	
131.317	131.334	131.286	131.371	131.288	131.301	290149.85	2013-09-06T02:00:00	131.343	
131.341	131.270	131.318	131.311	131.311	131.236	131.286	290984.24	2013-09-06T01:30:00	
131.265	131.351	131.178	131.343	131.235	131.321	131.149	131.311	290458.91	
2013-09-06T01:00:00	131.312	131.351	131.198	131.265	131.282	131.323	131.170	131.235	
289210.21	2013-09-06T00:30:00	131.235	131.334	131.190	131.312	131.208	131.305	131.160	
131.282	289429.99	2013-09-06T00:00:00	131.252	131.348	131.181	131.235	131.222	131.320	
131.153	131.208	287917.00	2013-09-05T23:30:00	131.398	131.450	131.214	131.252	131.367	
131.420	131.193	131.222	289026.28	2013-09-05T23:00:00	131.436	131.616	131.324	131.398	
131.329	131.588	131.294	131.367	292802.35	2013-09-05T22:30:00	131.478	131.501	131.354	
131.436	131.448	131.472	131.324	131.329	296928.23	2013-09-05T22:00:00	131.295	131.538	
131.047	131.478	131.263	131.508	131.018	131.448	300696.19	2013-09-05T21:30:00	131.952	
132.013	131.082	131.295	131.853	131.976	131.045	131.263	294843.39	2013-09-05T21:00:00	
131.997	132.039	131.633	131.952	131.965	132.012	131.538	131.853	300371.33	
2013-09-05T20:30:00	131.998	132.088	131.948	131.997	131.966	132.057	131.923	131.965	
298695.16	2013-09-05T20:00:00	132.005	132.054	131.845	131.998	131.979	132.024	131.816	
131.966	299704.86	2013-09-05T19:30:00	131.911	132.162	131.914	132.005	131.885	132.135	
131.887	131.979	298277.53	2013-09-05T19:00:00	131.830	131.961	131.758	131.911	131.800	
131.931	131.726	131.885	298944.89	2013-09-05T18:30:00	131.780	131.885	131.722	131.830	
131.750	131.857	131.691	131.800	297767.48	2013-09-05T18:00:00	131.738	131.822	131.699	
131.780	131.708	131.792	131.668	131.750	296848.08	2013-09-05T17:30:00	131.861	131.926	
131.675	131.738	131.831	131.896	131.648	131.708	296126.47	2013-09-05T17:00:00	131.766	
131.942	131.739	131.861	131.739	131.911	131.712	131.831	297749.70	2013-09-05T16:30:00	
131.484	131.867	131.449	131.766	131.452	131.837	131.421	131.739	296971.46	
2013-09-05T16:00:00	131.236	131.514	131.220	131.484	131.208	131.485	131.191	131.452	
294217.23	2013-09-05T15:30:00	131.528	131.531	131.184	131.236	131.502	131.501	131.158	
131.208	291879.84	2013-09-05T15:00:00	131.540	131.563	131.433	131.528	131.509	131.532	
131.406	131.502	294166.73	2013-09-05T14:30:00	131.602	131.639	131.470	131.540	131.572	
131.610	131.442	131.509	292959.88	2013-09-05T14:00:00	131.737	131.772	131.598	131.602	
131.712	131.750	131.566	131.572	293535.45	2013-09-05T13:30:00	131.563	131.753	131.546	
131.737	131.535	131.726	131.522	131.712	297055.84	2013-09-05T13:00:00	131.497	131.584	
131.495	131.563	131.467	131.552	131.466	131.535	295610.74	2013-09-05T12:30:00	131.556	
131.603	131.487	131.497	131.526	131.574	131.458	131.467	295073.21	2013-09-05T12:00:00	
131.546	131.579	131.494	131.556	131.516	131.551	131.467	131.526	296005.05	
2013-09-05T11:30:00	131.585	131.641	131.499	131.546	131.559	131.611	131.470	131.516	
295664.24	2013-09-05T11:00:00	131.546	131.626	131.526	131.585	131.517	131.596	131.500	
131.559	296339.82	2013-09-05T10:30:00	131.642	131.654	131.541	131.546	131.612	131.626	
131.510	131.517	295935.34	2013-09-05T10:00:00	131.640	131.709	131.620	131.642	131.611	
131.682	131.589	131.612	296991.39	2013-09-05T09:30:00	131.653	131.668	131.559	131.640	
131.621	131.638	131.527	131.611	297977.88	2013-09-05T09:00:00	131.656	131.743	131.629	
131.653	131.629	131.716	131.601	131.621	296755.72	2013-09-05T08:30:00	131.712	131.726	
131.644	131.656	131.691	131.696	131.613	131.629	298129.20	2013-09-05T08:00:00	131.744	
131.775	131.703	131.712	131.712	131.751	131.671	131.691	298535.97	2013-09-05T07:30:00	
131.703	131.746	131.700	131.744	131.673	131.719	131.668	131.712	299298.47	
2013-09-05T07:00:00	131.745	131.744	131.691	131.703	131.701	131.712	131.656	131.673	
298784.10	2013-09-05T06:30:00	131.765	131.772	131.711	131.745	131.716	131.736	131.672	
131.701	299162.42	2013-09-05T06:00:00	131.739	131.799	131.729	131.765	131.687	131.738	
131.666	131.716	299204.61	2013-09-05T05:30:00	131.694	131.775	131.697	131.739	131.660	
131.751	131.659	131.687	299075.50	2013-09-05T05:00:00	131.631	131.728	131.606	131.694	
131.599	131.702	131.574	131.660	299455.45	2013-09-05T04:30:00	131.627	131.692	131.583	
131.631	131.595	131.660	131.551	131.599	299182.51	2013-09-05T04:00:00	131.746	131.773	
131.533	131.627	131.720	131.749	131.504	131.595	299339.11	2013-09-05T03:30:00	131.799	
131.802	131.732	131.746	131.777	131.778	131.701	131.720	299701.17	2013-09-05T03:00:00	
131.767	131.812	131.754	131.799	131.737	131.785	131.722	131.777	300154.48	
2013-09-05T02:30:00	131.807	131.818	131.749	131.767	131.777	131.793	131.719	131.737	
299095.86	2013-09-05T02:00:00	131.673	131.830	131.673	131.807	131.645	131.803	131.642	
131.777	299884.10	2013-09-05T01:30:00	131.690	131.720	131.658	131.673	131.662	131.693	
131.627	131.645	298777.86	2013-09-05T01:00:00	131.635	131.721	131.636	131.690	131.606	
131.692	131.604	131.662	299446.49	2013-09-05T00:30:00	131.470	131.663	131.463	131.635	
131.443	131.633	131.437	131.606	298896.67	2013-09-05T00:00:00	131.372	131.492	131.324	
131.470	131.340	131.463	131.296	131.443	296970.26	2013-09-04T23:30:00	131.256	131.397	
131.184	131.372	131.225	131.366	131.158	131.340	294716.96	2013-09-04T23:00:00	131.197	
131.274	131.140	131.256	131.168	131.244	131.110	131.225	292217.96	2013-09-04T22:30:00	
131.004	131.230	130.929	131.197	130.972	131.204	130.898	131.168	290000.64	
2013-09-04T22:00:00	130.968	131.041	130.928	131.004	130.939	131.011	130.897	130.972	
287114.64	2013-09-04T21:30:00	131.020	131.026	130.828	130.968	130.988	130.995	130.799	
130.939	286138.22	2013-09-04T21:00:00	131.059	131.118	130.987	131.020	131.028	131.092	
130.960	130.988	284656.22	2013-09-04T20:30:00	131.077	131.090	130.989	131.059	131.045	
131.060	130.960	131.028	285788.16	2013-09-04T20:00:00	131.090	131.170	131.053	131.077	
131.067	131.140	131.023	131.045	285071.76	2013-09-04T19:30:00	131.195	131.263	131.088	
131.090	131.167	131.235	131.057	131.067	286351.44	2013-09-04T19:00:00	131.164	131.229	
131.128	131.195	131.138	131.204	131.097	131.167	289019.69	2013-09-04T18:30:00	131.130	
131.262	131.112	131.164	131.098	131.236	131.082	131.138	288389.61	2013-09-04T18:00:00	
131.226	131.253	131.065	131.130	131.202	131.227	131.037	131.098	289041.43	
2013-09-04T17:30:00	131.187	131.257	131.109	131.226	131.160	131.227	131.078	131.202	
290057.85	2013-09-04T17:00:00	131.066	131.225	131.068	131.187	131.037	131.195	131.038	
131.160	288212.73	2013-09-04T16:30:00	131.283	131.317	131.044	131.066	131.251	131.288	
131.012	131.037	286814.63	2013-09-04T16:00:00	131.311	131.318	131.126	131.283	131.286	
131.288	131.095	131.251	289235.12	2013-09-04T15:30:00	131.342	131.458	131.297	131.311	
131.312	131.429	131.266	131.286	287286.73	2013-09-04T15:00:00	131.339	131.408	131.309	
131.342	131.309	131.378	131.281	131.312	289309.06	2013-09-04T14:30:00	131.345	131.372	
131.286	131.339	131.316	131.342	131.256	131.309	290098.55	2013-09-04T14:00:00	131.260	
131.360	131.244	131.345	131.232	131.332	131.212	131.316	289737.15	2013-09-04T13:30:00	
131.192	131.300	131.170	131.260	131.164	131.271	131.138	131.232	288170.02	
2013-09-04T13:00:00	131.183	131.214	131.143	131.192	131.155	131.193	131.113	131.164	
287422.76	2013-09-04T12:30:00	131.134	131.189	131.101	131.183	131.105	131.160	131.069	
131.155	287187.36	2013-09-04T12:00:00	131.072	131.148	131.067	131.134	131.041	131.118	
131.036	131.105	286247.41	2013-09-04T11:30:00	131.031	131.117	131.028	131.072	131.002	
131.088	130.999	131.041	285563.11	2013-09-04T11:00:00	131.093	131.115	130.975	131.031	
131.063	131.083	130.944	131.002	285646.71	2013-09-04T10:30:00	131.136	131.182	131.032	
131.093	131.110	131.153	131.003	131.063	285971.19	2013-09-04T10:00:00	131.110	131.222	
131.093	131.136	131.080	131.195	131.061	131.110	286404.79	2013-09-04T09:30:00	131.140	
131.173	131.084	131.110	131.108	131.143	131.052	131.080	286986.70	2013-09-04T09:00:00	
131.150	131.256	131.003	131.140	131.118	131.228	130.970	131.108	287748.24	
2013-09-04T08:30:00	131.221	131.229	131.146	131.150	131.189	131.198	131.115	131.118	
287544.31	2013-09-04T08:00:00	131.288	131.296	131.213	131.221	131.256	131.264	131.181	
131.189	288369.04	2013-09-04T07:30:00	131.247	131.288	131.187	131.288	131.217	131.259	
131.155	131.256	289008.37	2013-09-04T07:00:00	131.124	131.261	131.107	131.247	131.074	
131.228	131.078	131.217	288099.04	2013-09-04T06:30:00	131.186	131.191	131.116	131.124	
131.130	131.137	131.072	131.074	287241.44	2013-09-04T06:00:00	131.171	131.245	131.165	
131.186	131.139	131.178	131.009	131.130	287700.35	2013-09-04T05:30:00	131.198	131.234	
131.171	131.171	131.165	131.204	131.139	131.139	287489.56	2013-09-04T05:00:00	131.245	
131.246	131.168	131.198	131.214	131.216	131.136	131.165	288234.56	2013-09-04T04:30:00	
131.087	131.245	131.077	131.245	131.057	131.214	131.048	131.214	288390.48	
2013-09-04T04:00:00	130.998	131.135	130.998	131.087	130.972	131.104	130.973	131.057	
287050.48	2013-09-04T03:30:00	130.931	131.002	130.860	130.998	130.901	130.978	130.831	
130.972	286751.38	2013-09-04T03:00:00	130.791	130.933	130.782	130.931	130.761	130.904	
130.751	130.901	285584.13	2013-09-04T02:30:00	130.787	130.855	130.738	130.791	130.759	
130.824	130.706	130.761	284175.62	2013-09-04T02:00:00	130.926	130.937	130.726	130.787	
130.903	130.911	130.694	130.759	284298.60	2013-09-04T01:30:00	130.936	130.971	130.802	
130.926	130.905	130.942	130.774	130.903	285194.26	2013-09-04T01:00:00	130.914	130.991	
130.872	130.936	130.885	130.961	130.842	130.905	284088.55	2013-09-04T00:30:00	131.099	
131.099	130.880	130.914	131.070	131.068	130.848	130.885	283940.55	2013-09-04T00:00:00	
131.319	131.360	131.068	131.099	131.290	131.330	131.039	131.070	287032.43	
2013-09-03T23:30:00	131.310	131.417	131.256	131.319	131.279	131.387	131.225	131.290	
290090.48	2013-09-03T23:00:00	131.018	131.389	131.035	131.310	130.938	131.360	130.941	
131.279	291019.28	2013-09-03T22:30:00	131.058	131.109	130.958	131.018	131.026	131.078	
130.931	130.938	285738.20	2013-09-03T22:00:00	131.184	131.218	131.054	131.058	131.155	
