日時	EUR/JPY(始値, 買い)	
EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	CHO	2014-02-15T07:00:00	
131.500	131.578	131.546	131.584	131.473	131.548	3881.76	2013-07-19T00:30:00	131.617	
131.652	131.546	131.575	131.587	131.625	131.520	131.546	5180.11	2013-07-19T00:00:00	
131.734	131.759	131.550	131.617	131.710	131.736	131.523	131.587	5199.75	
2013-07-18T23:30:00	131.598	131.749	131.553	131.734	131.570	131.721	131.527	131.710	
2938.30	2013-07-18T23:00:00	131.326	131.684	131.326	131.598	131.265	131.657	131.263	
131.570	-896.20	2013-07-18T22:30:00	131.194	131.326	131.123	131.326	131.162	131.302	
131.092	131.265	-3102.14	2013-07-18T22:00:00	131.175	131.288	131.149	131.194	131.145	
131.257	131.117	131.162	-3419.59	2013-07-18T21:30:00	131.194	131.313	131.117	131.175	
131.161	131.278	131.087	131.145	-2234.70	2013-07-18T21:00:00	131.261	131.316	131.143	
131.194	131.230	131.287	131.105	131.161	-1096.98	2013-07-18T20:30:00	131.304	131.366	
131.228	131.261	131.275	131.345	131.201	131.230	-1320.81	2013-07-18T20:00:00	131.123	
131.318	131.097	131.304	131.093	131.289	131.065	131.275	-1589.22	2013-07-18T19:30:00	
131.141	131.195	131.096	131.123	131.111	131.165	131.067	131.093	-1588.41	
2013-07-18T19:00:00	131.215	131.257	131.084	131.141	131.185	131.228	131.053	131.111	
-192.07	2013-07-18T18:30:00	131.329	131.348	131.195	131.215	131.298	131.318	131.163	
131.185	1601.63	2013-07-18T18:00:00	131.458	131.465	131.318	131.329	131.429	131.439	
131.289	131.298	2295.43	2013-07-18T17:30:00	131.346	131.475	131.304	131.458	131.314	
131.447	131.272	131.429	2662.47	2013-07-18T17:00:00	131.389	131.444	131.259	131.346	
131.357	131.419	131.228	131.314	3104.08	2013-07-18T16:30:00	131.415	131.486	131.325	
131.389	131.392	131.458	131.297	131.357	4379.04	2013-07-18T16:00:00	131.365	131.487	
131.342	131.415	131.333	131.457	131.310	131.392	4654.35	2013-07-18T15:30:00	131.207	
131.395	131.167	131.365	131.177	131.369	131.135	131.333	3952.46	2013-07-18T15:00:00	
131.069	131.212	131.062	131.207	131.039	131.184	131.031	131.177	3367.50	
2013-07-18T14:30:00	131.136	131.144	130.999	131.069	131.107	131.116	130.971	131.039	
2915.82	2013-07-18T14:00:00	131.103	131.152	131.036	131.136	131.072	131.124	131.005	
131.107	3168.98	2013-07-18T13:30:00	131.136	131.172	131.039	131.103	131.104	131.149	
131.008	131.072	2756.77	2013-07-18T13:00:00	131.030	131.136	130.930	131.136	130.998	
131.106	130.902	131.104	1932.33	2013-07-18T12:30:00	130.783	131.055	130.768	131.030	
130.756	131.028	130.737	130.998	1181.11	2013-07-18T12:00:00	130.796	130.842	130.771	
130.783	130.766	130.812	130.740	130.756	898.55	2013-07-18T11:30:00	130.817	130.835	
130.748	130.796	130.787	130.805	130.720	130.766	1430.06	2013-07-18T11:00:00	130.851	
130.864	130.787	130.817	130.820	130.835	130.755	130.787	1839.52	2013-07-18T10:30:00	
130.760	130.948	130.745	130.851	130.729	130.910	130.715	130.820	2046.89	
2013-07-18T10:00:00	130.760	130.815	130.670	130.760	130.730	130.782	130.639	130.729	
1880.25	2013-07-18T09:30:00	130.694	130.824	130.627	130.760	130.666	130.794	130.597	
130.730	1243.05	2013-07-18T09:00:00	130.628	130.736	130.550	130.694	130.599	130.706	
130.517	130.666	769.41	2013-07-18T08:30:00	130.711	130.711	130.576	130.628	130.678	
130.679	130.546	130.599	640.99	2013-07-18T08:00:00	130.756	130.790	130.653	130.711	
130.718	130.758	130.620	130.678	735.32	2013-07-18T07:30:00	130.700	130.761	130.686	
130.756	130.675	130.729	130.650	130.718	644.94	2013-07-18T07:00:00	130.701	130.724	
130.654	130.700	130.659	130.687	130.620	130.675	264.06	2013-07-18T06:30:00	130.701	
130.713	130.687	130.701	130.649	130.678	130.645	130.659	26.03	2013-07-18T06:00:00	
130.746	130.735	130.696	130.701	130.644	130.687	130.571	130.649	-241.90	
2013-07-18T05:30:00	130.677	130.746	130.667	130.746	130.639	130.689	130.611	130.644	
-430.39	2013-07-18T05:00:00	130.705	130.709	130.656	130.677	130.674	130.689	130.627	
130.639	-946.58	2013-07-18T04:30:00	130.650	130.708	130.642	130.705	130.614	130.684	
130.606	130.674	-1895.40	2013-07-18T04:00:00	130.586	130.659	130.577	130.650	130.554	
130.627	130.543	130.614	-3245.92	2013-07-18T03:30:00	130.630	130.658	130.500	130.586	
130.597	130.628	130.468	130.554	-4221.40	2013-07-18T03:00:00	130.739	130.819	130.630	
130.630	130.705	130.787	130.594	130.597	-4901.37	2013-07-18T02:30:00	130.660	130.832	
130.642	130.739	130.627	130.797	130.606	130.705	-4378.70	2013-07-18T02:00:00	130.637	
130.761	130.618	130.660	130.602	130.732	130.586	130.627	-4892.67	2013-07-18T01:30:00	
130.593	130.795	130.519	130.637	130.558	130.764	130.486	130.602	-5948.49	
2013-07-18T01:00:00	130.581	130.654	130.540	130.593	130.548	130.627	130.512	130.558	
-7534.12	2013-07-18T00:30:00	130.606	130.667	130.510	130.581	130.576	130.634	130.481	
130.548	-8624.16	2013-07-18T00:00:00	130.591	130.763	130.516	130.606	130.561	130.734	
130.491	130.576	-7551.75	2013-07-17T23:30:00	130.610	130.897	130.522	130.591	130.575	
130.867	130.488	130.561	-6984.21	2013-07-17T23:00:00	130.602	130.707	130.486	130.610	
130.582	130.675	130.450	130.575	-8804.03	2013-07-17T22:30:00	130.590	130.650	130.328	
130.602	130.556	130.617	130.295	130.582	-9850.28	2013-07-17T22:00:00	130.811	130.894	
130.572	130.590	130.778	130.862	130.538	130.556	-7990.56	2013-07-17T21:30:00	131.039	
131.180	130.720	130.811	131.001	131.141	130.689	130.778	-4275.48	2013-07-17T21:00:00	
131.002	131.223	130.996	131.039	130.972	131.191	130.967	131.001	-1660.81	
2013-07-17T20:30:00	131.005	131.072	130.954	131.002	130.976	131.043	130.923	130.972	
-585.54	2013-07-17T20:00:00	131.019	131.055	130.971	131.005	130.996	131.029	130.943	
130.976	408.27	2013-07-17T19:30:00	131.051	131.079	131.014	131.019	131.021	131.049	
130.984	130.996	1510.29	2013-07-17T19:00:00	131.028	131.119	131.006	131.051	130.996	
131.089	130.977	131.021	1861.04	2013-07-17T18:30:00	131.007	131.036	130.929	131.028	
130.975	131.007	130.898	130.996	1601.60	2013-07-17T18:00:00	131.053	131.108	130.839	
131.007	131.027	131.080	130.810	130.975	2674.19	2013-07-17T17:30:00	131.228	131.378	
131.006	131.053	131.200	131.349	130.975	131.027	3045.92	2013-07-17T17:00:00	131.079	
131.228	131.054	131.228	131.051	131.207	131.024	131.200	3000.94	2013-07-17T16:30:00	
130.780	131.226	130.776	131.079	130.753	131.201	130.748	131.051	1282.08	
2013-07-17T16:00:00	130.554	130.854	130.547	130.780	130.524	130.825	130.517	130.753	
-107.65	2013-07-17T15:30:00	130.527	130.577	130.468	130.554	130.497	130.550	130.441	
130.524	-1118.14	2013-07-17T15:00:00	130.529	130.602	130.480	130.527	130.501	130.576	
130.448	130.497	-1262.36	2013-07-17T14:30:00	130.581	130.638	130.511	130.529	130.558	
130.609	130.484	130.501	-1027.44	2013-07-17T14:00:00	130.596	130.609	130.544	130.581	
130.567	130.580	130.516	130.558	-733.90	2013-07-17T13:30:00	130.587	130.657	130.574	
130.596	130.555	130.627	130.545	130.567	-484.13	2013-07-17T13:00:00	130.560	130.669	
130.557	130.587	130.534	130.639	130.526	130.555	-483.34	2013-07-17T12:30:00	130.558	
130.582	130.487	130.560	130.531	130.554	130.456	130.534	-443.75	2013-07-17T12:00:00	
130.625	130.680	130.552	130.558	130.598	130.653	130.521	130.531	-46.85	
2013-07-17T11:30:00	130.694	130.721	130.625	130.625	130.667	130.693	130.598	130.598	
816.69	2013-07-17T11:00:00	130.743	130.780	130.659	130.694	130.712	130.750	130.632	
130.667	620.47	2013-07-17T10:30:00	130.500	130.781	130.497	130.743	130.470	130.755	
130.467	130.712	105.64	2013-07-17T10:00:00	130.475	130.553	130.451	130.500	130.446	
130.525	130.421	130.470	-592.37	2013-07-17T09:30:00	130.357	130.596	130.343	130.475	
130.331	130.567	130.317	130.446	-692.75	2013-07-17T09:00:00	130.335	130.417	130.308	
130.357	130.305	130.392	130.275	130.331	-337.28	2013-07-17T08:30:00	130.477	130.495	
130.309	130.335	130.447	130.465	130.277	130.305	-185.64	2013-07-17T08:00:00	130.435	
130.530	130.423	130.477	130.400	130.500	130.390	130.447	-89.24	2013-07-17T07:30:00	
130.451	130.467	130.412	130.435	130.420	130.436	130.376	130.400	-248.56	
2013-07-17T07:00:00	130.475	130.499	130.390	130.451	130.412	130.457	130.353	130.420	
-414.93	2013-07-17T06:30:00	130.443	130.516	130.413	130.475	130.384	130.466	130.357	
130.412	-661.16	2013-07-17T06:00:00	130.500	130.526	130.401	130.443	130.383	130.448	
130.272	130.384	-487.24	2013-07-17T05:30:00	130.466	130.506	130.409	130.500	130.438	
130.461	130.369	130.383	-948.68	2013-07-17T05:00:00	130.332	130.488	130.323	130.466	
130.302	130.456	130.286	130.438	-791.29	2013-07-17T04:30:00	130.455	130.560	130.283	
130.332	130.424	130.529	130.249	130.302	-406.80	2013-07-17T04:00:00	130.552	130.568	
130.423	130.455	130.519	130.534	130.388	130.424	385.34	2013-07-17T03:30:00	130.435	
130.613	130.422	130.552	130.401	130.581	130.390	130.519	425.05	2013-07-17T03:00:00	
130.397	130.510	130.369	130.435	130.364	130.476	130.337	130.401	530.47	
2013-07-17T02:30:00	130.408	130.435	130.317	130.397	130.375	130.403	130.281	130.364	
220.03	2013-07-17T02:00:00	130.392	130.421	130.277	130.408	130.362	130.388	130.247	
130.375	910.21	2013-07-17T01:30:00	130.513	130.549	130.353	130.392	130.478	130.517	
130.321	130.362	2819.20	2013-07-17T01:00:00	130.630	130.658	130.481	130.513	130.597	
130.630	130.447	130.478	4776.34	2013-07-17T00:30:00	130.665	130.688	130.518	130.630	
130.632	130.659	130.484	130.597	4822.67	2013-07-17T00:00:00	130.455	130.681	130.452	
130.665	130.423	130.650	130.421	130.632	5663.72	2013-07-16T23:30:00	130.691	130.691	
130.386	130.455	130.659	130.660	130.361	130.423	4893.74	2013-07-16T23:00:00	130.537	
130.715	130.519	130.691	130.504	130.685	130.487	130.659	5617.00	2013-07-16T22:30:00	
130.544	130.601	130.485	130.537	130.516	130.571	130.455	130.504	4505.59	
2013-07-16T22:00:00	130.587	130.589	130.421	130.544	130.553	130.557	130.390	130.516	
3059.50	2013-07-16T21:30:00	130.516	130.647	130.336	130.587	130.329	130.612	130.258	
130.553	1573.37	2013-07-16T21:00:00	130.413	130.516	130.272	130.516	130.383	130.415	
130.241	130.329	1091.52	2013-07-16T20:30:00	130.379	130.501	130.354	130.413	130.347	
130.471	130.325	130.383	429.93	2013-07-16T20:00:00	130.257	130.436	130.178	130.379	
130.226	130.407	130.151	130.347	960.36	2013-07-16T19:30:00	130.591	130.616	130.224	
130.257	130.559	130.588	130.194	130.226	252.40	2013-07-16T19:00:00	130.335	130.598	
130.322	130.591	130.303	130.570	130.291	130.559	904.64	2013-07-16T18:30:00	130.354	
130.445	130.328	130.335	130.324	130.416	130.300	130.303	-651.04	2013-07-16T18:00:00	
130.265	130.354	130.057	130.354	130.195	130.324	129.997	130.324	-1636.89	
2013-07-16T17:30:00	130.288	130.325	130.056	130.265	130.257	130.294	130.025	130.195	
-3901.66	2013-07-16T17:00:00	130.204	130.345	130.151	130.288	130.172	130.315	130.118	
130.257	-2972.73	2013-07-16T16:30:00	130.682	130.690	130.200	130.204	130.655	130.663	
130.170	130.172	-842.60	2013-07-16T16:00:00	130.682	130.830	130.666	130.682	130.652	
130.808	130.636	130.655	1548.70	2013-07-16T15:30:00	130.592	130.737	130.581	130.682	
130.560	130.708	130.552	130.652	2325.72	2013-07-16T15:00:00	130.600	130.637	130.532	
130.592	130.575	130.608	130.503	130.560	1838.30	2013-07-16T14:30:00	130.567	130.617	
130.482	130.600	130.538	130.590	130.452	130.575	925.82	2013-07-16T14:00:00	130.406	
130.567	130.394	130.567	130.375	130.538	130.365	130.538	19.08	2013-07-16T13:30:00	
130.432	130.455	130.369	130.406	130.402	130.424	130.338	130.375	-719.07	
2013-07-16T13:00:00	130.372	130.449	130.374	130.432	130.344	130.419	130.345	130.402	
-1007.33	2013-07-16T12:30:00	130.426	130.433	130.337	130.372	130.395	130.404	130.305	
130.344	-1421.42	2013-07-16T12:00:00	130.383	130.476	130.377	130.426	130.353	130.445	
130.347	130.395	-1621.28	2013-07-16T11:30:00	130.372	130.431	130.331	130.383	130.348	
130.404	130.299	130.353	-1637.11	2013-07-16T11:00:00	130.403	130.489	130.310	130.372	
130.373	130.455	130.277	130.348	-1488.69	2013-07-16T10:30:00	130.527	130.533	130.333	
130.403	130.496	130.504	130.303	130.373	-924.52	2013-07-16T10:00:00	130.585	130.610	
130.494	130.527	130.554	130.582	130.464	130.496	-125.63	2013-07-16T09:30:00	130.555	
130.667	130.547	130.585	130.523	130.640	130.514	130.554	425.80	2013-07-16T09:00:00	
130.541	130.629	130.471	130.555	130.507	130.599	130.438	130.523	1136.60	
2013-07-16T08:30:00	130.638	130.650	130.528	130.541	130.614	130.623	130.494	130.507	
1054.31	2013-07-16T08:00:00	130.560	130.643	130.501	130.638	130.524	130.614	130.473	
130.614	829.19	2013-07-16T07:30:00	130.480	130.581	130.480	130.560	130.454	130.552	
130.450	130.524	531.91	2013-07-16T07:00:00	130.616	130.608	130.467	130.480	130.566	
130.577	130.431	130.454	208.97	2013-07-16T06:30:00	130.532	130.646	130.525	130.616	
130.476	130.573	130.469	130.566	-192.80	2013-07-16T06:00:00	130.514	130.562	130.448	
130.532	130.381	130.519	130.321	130.476	-666.28	2013-07-16T05:30:00	130.413	130.532	
130.411	130.514	130.378	130.491	130.342	130.381	-877.55	2013-07-16T05:00:00	130.362	
130.432	130.316	130.413	130.329	130.398	130.286	130.378	-959.49	2013-07-16T04:30:00	
130.455	130.476	130.336	130.362	130.426	130.443	130.301	130.329	-935.24	
2013-07-16T04:00:00	130.485	130.493	130.430	130.455	130.454	130.464	130.394	130.426	
-857.64	2013-07-16T03:30:00	130.511	130.531	130.439	130.485	130.478	130.498	130.406	
130.454	-465.46	2013-07-16T03:00:00	130.480	130.600	130.460	130.511	130.447	130.569	
130.431	130.478	-243.50	2013-07-16T02:30:00	130.425	130.577	130.413	130.480	130.389	
130.548	130.379	130.447	-51.35	2013-07-16T02:00:00	130.447	130.528	130.399	130.425	
130.413	130.501	130.366	130.389	-1181.18	2013-07-16T01:30:00	130.399	130.447	130.300	
130.447	130.367	130.417	130.271	130.413	-1082.39	2013-07-16T01:00:00	130.466	130.664	
130.371	130.399	130.437	130.625	130.343	130.367	-1445.60	2013-07-16T00:30:00	130.346	
130.490	130.317	130.466	130.316	130.460	130.289	130.437	-603.13	2013-07-16T00:00:00	
130.318	130.421	130.289	130.346	130.295	130.396	130.258	130.316	-1594.28	
2013-07-15T23:30:00	130.256	130.323	130.161	130.318	130.227	130.301	130.129	130.295	
-967.47	2013-07-15T23:00:00	130.329	130.392	130.228	130.256	130.298	130.366	130.199	
130.227	913.43	2013-07-15T22:30:00	130.467	130.524	130.290	130.329	130.440	130.494	
130.258	130.298	4613.30	2013-07-15T22:00:00	130.622	130.624	130.439	130.467	130.593	
130.597	130.408	130.440	6733.62	2013-07-15T21:30:00	130.679	130.762	130.444	130.622	
130.642	130.673	130.418	130.593	6675.02	2013-07-15T21:00:00	130.458	130.725	130.413	
130.679	130.429	130.699	130.381	130.642	4617.21	2013-07-15T20:30:00	130.421	130.489	
130.231	130.458	130.391	130.459	130.199	130.429	3125.62	2013-07-15T20:00:00	130.364	
130.495	130.337	130.421	130.334	130.482	130.307	130.391	1868.45	2013-07-15T19:30:00	
130.218	130.398	130.166	130.364	130.192	130.374	130.134	130.334	829.81	
2013-07-15T19:00:00	130.049	130.261	130.038	130.218	130.019	130.232	130.006	130.192	
-114.05	2013-07-15T18:30:00	130.053	130.169	129.980	130.049	130.023	130.137	129.950	
130.019	-1121.73	2013-07-15T18:00:00	130.008	130.068	129.946	130.053	129.979	130.039	
129.915	130.023	-489.40	2013-07-15T17:30:00	130.147	130.290	129.979	130.008	130.118	
130.263	129.951	129.979	-613.68	2013-07-15T17:00:00	129.942	130.209	129.878	130.147	
129.912	130.187	129.848	130.118	290.93	2013-07-15T16:30:00	129.972	130.052	129.916	
129.942	129.944	130.024	129.889	129.912	-393.51	2013-07-15T16:00:00	129.680	130.021	
129.677	129.972	129.650	129.992	129.646	129.944	-303.92	2013-07-15T15:30:00	129.738	
129.754	129.655	129.680	129.709	129.723	129.625	129.650	-485.33	2013-07-15T15:00:00	
129.770	129.791	129.710	129.738	129.739	129.762	129.678	129.709	79.70	
2013-07-15T14:30:00	129.788	129.804	129.719	129.770	129.760	129.778	129.689	129.739	
538.22	2013-07-15T14:00:00	129.804	129.852	129.771	129.788	129.774	129.827	129.743	
129.760	644.22	2013-07-15T13:30:00	129.736	129.805	129.728	129.804	129.708	129.777	
129.701	129.774	835.77	2013-07-15T13:00:00	129.721	129.766	129.719	129.736	129.689	
129.736	129.689	129.708	1124.50	2013-07-15T12:30:00	129.743	129.764	129.710	129.721	
129.713	129.737	129.678	129.689	1520.57	2013-07-15T12:00:00	129.751	129.778	129.724	
129.743	129.718	129.750	129.691	129.713	1808.22	2013-07-15T11:30:00	129.741	129.790	
129.675	129.751	129.709	129.759	129.638	129.718	1116.85	2013-07-15T11:00:00	129.645	
129.778	129.420	129.741	129.607	129.743	129.360	129.709	341.64	2013-07-15T10:30:00	
129.611	129.695	129.598	129.645	129.581	129.661	129.566	129.607	-125.92	
2013-07-15T10:00:00	129.710	129.710	129.611	129.611	129.680	129.680	129.581	129.581	
-75.51	2013-07-15T09:30:00	129.699	129.744	129.632	129.710	129.667	129.711	129.600	
129.680	-378.17	2013-07-15T09:00:00	129.577	129.719	129.581	129.699	129.551	129.689	
129.552	129.667	-630.16	2013-07-15T08:30:00	129.680	129.731	129.569	129.577	129.648	
129.697	129.534	129.551	-977.79	2013-07-15T08:00:00	129.583	129.692	129.576	129.680	
129.547	129.662	129.545	129.648	-1088.19	2013-07-15T07:30:00	129.554	129.685	129.543	
129.583	129.514	129.641	129.503	129.547	-958.06	2013-07-15T07:00:00	129.759	129.841	
129.504	129.554	129.687	129.783	129.462	129.514	-767.65	2013-07-15T06:30:00	129.906	
129.937	129.717	129.759	129.856	129.886	129.637	129.687	-763.15	2013-07-15T06:00:00	
130.061	130.030	129.873	129.906	129.898	129.926	129.688	129.856	-1015.46	
2013-07-15T05:30:00	130.100	130.104	129.987	130.061	129.959	130.011	129.867	129.898	
-1482.34	2013-07-15T05:00:00	129.797	130.114	130.014	130.100	129.598	130.023	129.815	
129.959	-1436.61	2013-07-13T05:30:00	129.745	129.862	129.638	129.797	129.702	129.801	
129.517	129.598	-977.01	2013-07-13T05:00:00	129.849	129.869	129.743	129.745	129.814	
129.834	129.695	129.702	-606.28	2013-07-13T04:30:00	129.780	129.905	129.770	129.849	
129.748	129.866	129.740	129.814	231.59	2013-07-13T04:00:00	129.816	129.867	129.776	
129.780	129.783	129.833	129.740	129.748	934.17	2013-07-13T03:30:00	129.824	129.882	
129.753	129.816	129.791	129.852	129.721	129.783	2078.17	2013-07-13T03:00:00	129.805	
129.897	129.761	129.824	129.775	129.865	129.725	129.791	4039.36	2013-07-13T02:30:00	
129.838	129.932	129.793	129.805	129.803	129.901	129.757	129.775	4580.02	
2013-07-13T02:00:00	129.844	129.956	129.520	129.838	129.807	129.927	129.483	129.803	
4264.78	2013-07-13T01:30:00	129.660	129.948	129.653	129.844	129.630	129.914	129.619	
129.807	3172.19	2013-07-13T01:00:00	129.713	129.741	129.586	129.660	129.677	129.712	
129.555	129.630	2130.15	2013-07-13T00:30:00	129.728	129.769	129.557	129.713	129.695	
129.734	129.521	129.677	1159.35	2013-07-13T00:00:00	129.777	129.799	129.611	129.728	
129.745	129.770	129.585	129.695	-1165.14	2013-07-12T23:30:00	129.419	129.852	129.414	
129.777	129.387	129.818	129.384	129.745	-4851.48	2013-07-12T23:00:00	129.012	129.435	
128.925	129.419	128.981	129.409	128.894	129.387	-6954.26	2013-07-12T22:30:00	129.181	
129.306	128.921	129.012	129.155	129.264	128.895	128.981	-6147.62	2013-07-12T22:00:00	
129.681	129.712	129.117	129.181	129.650	129.682	129.082	129.155	-2187.20	
2013-07-12T21:30:00	129.807	129.905	129.660	129.681	129.778	129.890	129.630	129.650	
795.45	2013-07-12T21:00:00	129.680	129.942	129.675	129.807	129.649	129.918	129.644	
129.778	2025.14	2013-07-12T20:30:00	129.550	129.777	129.467	129.680	129.521	129.750	
129.437	129.649	2380.74	2013-07-12T20:00:00	129.684	129.731	129.476	129.550	129.655	
129.701	129.446	129.521	2177.47	2013-07-12T19:30:00	129.387	129.820	129.387	129.684	
129.355	129.792	129.357	129.655	2605.08	2013-07-12T19:00:00	129.445	129.454	129.305	
129.387	129.419	129.425	129.273	129.355	2074.21	2013-07-12T18:30:00	129.298	129.511	
129.261	129.445	129.267	129.481	129.230	129.419	1325.44	2013-07-12T18:00:00	129.198	
129.306	129.179	129.298	129.125	129.276	129.119	129.267	853.76	2013-07-12T17:30:00	
129.249	129.272	129.077	129.198	129.220	129.242	129.049	129.125	351.79	
2013-07-12T17:00:00	129.239	129.320	129.099	129.249	129.207	129.290	129.072	129.220	
1131.52	2013-07-12T16:30:00	129.547	129.547	129.239	129.239	129.519	129.517	129.207	
129.207	1342.14	2013-07-12T16:00:00	129.443	129.640	129.361	129.547	129.414	129.610	
129.332	129.519	635.72	2013-07-12T15:30:00	129.333	129.454	129.249	129.443	129.303	
