日時	EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	
EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	CMO	2014-02-15T07:00:00	139.425	139.481	
129.963	129.821	129.919	-37.81	2013-08-16T18:00:00	130.040	130.068	129.850	129.879	
130.008	130.038	129.819	129.851	-59.25	2013-08-16T17:30:00	129.975	130.118	129.934	
130.040	129.946	130.089	129.904	130.008	-18.63	2013-08-16T17:00:00	129.919	129.990	
129.829	129.975	129.890	129.963	129.794	129.946	-32.65	2013-08-16T16:30:00	130.079	
130.089	129.855	129.919	130.050	130.064	129.830	129.890	-41.95	2013-08-16T16:00:00	
130.162	130.278	129.989	130.079	130.135	130.250	129.960	130.050	9.34	
2013-08-16T15:30:00	130.241	130.259	130.116	130.162	130.213	130.232	130.089	130.135	
21.99	2013-08-16T15:00:00	130.188	130.303	130.132	130.241	130.158	130.276	130.106	
130.213	29.64	2013-08-16T14:30:00	130.241	130.276	130.108	130.188	130.212	130.256	
130.083	130.158	31.41	2013-08-16T14:00:00	130.378	130.407	130.177	130.241	130.354	
130.380	130.149	130.212	44.96	2013-08-16T13:30:00	130.200	130.443	130.182	130.378	
130.171	130.420	130.152	130.354	65.14	2013-08-16T13:00:00	130.255	130.289	130.159	
130.200	130.231	130.263	130.127	130.171	69.06	2013-08-16T12:30:00	130.259	130.351	
130.186	130.255	130.234	130.323	130.163	130.231	76.69	2013-08-16T12:00:00	129.989	
130.264	129.975	130.259	129.963	130.234	129.947	130.234	47.34	2013-08-16T11:30:00	
129.976	130.042	129.879	129.989	129.945	130.015	129.853	129.963	12.87	
2013-08-16T11:00:00	129.993	130.041	129.893	129.976	129.972	130.014	129.866	129.945	
16.25	2013-08-16T10:30:00	129.923	130.140	129.918	129.993	129.896	130.116	129.894	
129.972	23.95	2013-08-16T10:00:00	129.864	129.995	129.861	129.923	129.833	129.968	
129.831	129.896	2.53	2013-08-16T09:30:00	129.895	129.967	129.824	129.864	129.872	
129.942	129.791	129.833	3.11	2013-08-16T09:00:00	129.620	129.926	129.597	129.895	
129.595	129.901	129.568	129.872	3.98	2013-08-16T08:30:00	129.650	129.783	129.600	
129.620	129.619	129.751	129.569	129.595	-51.03	2013-08-16T08:00:00	129.810	129.826	
129.633	129.650	129.781	129.798	129.606	129.619	-52.62	2013-08-16T07:30:00	129.912	
129.902	129.779	129.810	129.864	129.870	129.745	129.781	-28.71	2013-08-16T07:00:00	
129.898	129.994	129.891	129.912	129.815	129.945	129.819	129.864	-24.18	
2013-08-16T06:30:00	129.830	129.950	129.804	129.898	129.778	129.881	129.742	129.815	
-8.60	2013-08-16T06:00:00	130.042	130.087	129.820	129.830	129.875	129.967	129.727	
129.778	6.77	2013-08-16T05:30:00	129.845	130.052	129.804	130.042	129.807	129.968	
129.763	129.875	-7.10	2013-08-16T05:00:00	129.870	129.953	129.667	129.845	129.839	
129.923	129.638	129.807	9.19	2013-08-16T04:30:00	129.942	130.045	129.860	129.870	
129.916	130.020	129.839	129.839	1.16	2013-08-16T04:00:00	129.993	130.073	129.935	
129.942	129.961	130.043	129.905	129.916	27.09	2013-08-16T03:30:00	129.960	130.065	
129.915	129.993	129.930	130.038	129.888	129.961	37.18	2013-08-16T03:00:00	130.012	
130.038	129.789	129.960	129.982	130.010	129.758	129.930	-8.24	2013-08-16T02:30:00	
129.888	130.081	129.868	130.012	129.863	130.054	129.842	129.982	-11.74	
2013-08-16T02:00:00	129.764	130.142	129.611	129.888	129.734	130.092	129.583	129.863	
-29.03	2013-08-16T01:30:00	129.960	130.023	129.750	129.764	129.928	129.993	129.725	
129.734	-45.28	2013-08-16T01:00:00	129.751	129.968	129.687	129.960	129.726	129.938	
129.665	129.928	-28.39	2013-08-16T00:30:00	129.856	129.897	129.745	129.751	129.828	
129.870	129.719	129.726	-37.96	2013-08-16T00:00:00	129.649	129.902	129.619	129.856	
129.624	129.873	129.590	129.828	-36.21	2013-08-15T23:30:00	129.574	129.664	129.439	
129.649	129.549	129.638	129.414	129.624	-47.94	2013-08-15T23:00:00	130.099	130.095	
129.525	129.574	130.061	130.061	129.495	129.549	-34.45	2013-08-15T22:30:00	130.201	
130.267	130.027	130.099	130.176	130.238	129.998	130.061	3.21	2013-08-15T22:00:00	
130.395	130.397	130.150	130.201	130.362	130.367	130.119	130.176	5.53	
2013-08-15T21:30:00	130.568	130.744	130.293	130.395	130.530	130.716	130.261	130.362	
23.87	2013-08-15T21:00:00	130.435	130.632	130.430	130.568	130.407	130.604	130.401	
130.530	54.53	2013-08-15T20:30:00	130.353	130.523	130.350	130.435	130.322	130.495	
130.318	130.407	59.91	2013-08-15T20:00:00	130.405	130.437	130.334	130.353	130.381	
130.411	130.305	130.322	48.63	2013-08-15T19:30:00	130.323	130.488	130.319	130.405	
130.298	130.463	130.288	130.381	61.38	2013-08-15T19:00:00	130.111	130.336	130.096	
130.323	130.082	130.309	130.066	130.298	61.43	2013-08-15T18:30:00	130.056	130.192	
130.056	130.111	130.026	130.163	130.027	130.082	32.43	2013-08-15T18:00:00	130.144	
130.147	129.961	130.056	130.117	130.119	129.937	130.026	27.18	2013-08-15T17:30:00	
130.168	130.205	130.073	130.144	130.145	130.176	130.044	130.117	35.99	
2013-08-15T17:00:00	130.126	130.262	130.078	130.168	130.103	130.232	130.049	130.145	
38.87	2013-08-15T16:30:00	129.899	130.201	129.882	130.126	129.875	130.176	129.854	
130.103	43.37	2013-08-15T16:00:00	129.943	130.013	129.857	129.899	129.913	129.984	
129.828	129.875	-34.68	2013-08-15T15:30:00	129.910	129.964	129.810	129.943	129.882	
129.935	129.783	129.913	-5.90	2013-08-15T15:00:00	129.829	130.052	129.815	129.910	
129.798	130.023	129.787	129.882	-31.40	2013-08-15T14:30:00	129.895	129.899	129.776	
129.829	129.866	129.869	129.747	129.798	-23.59	2013-08-15T14:00:00	129.887	129.961	
129.849	129.895	129.858	129.933	129.817	129.866	-0.65	2013-08-15T13:30:00	129.940	
129.954	129.830	129.887	129.909	129.925	129.805	129.858	-7.50	2013-08-15T13:00:00	
129.953	129.985	129.837	129.940	129.925	129.960	129.807	129.909	16.23	
2013-08-15T12:30:00	129.869	129.984	129.810	129.953	129.838	129.956	129.780	129.925	
11.84	2013-08-15T12:00:00	130.129	130.173	129.795	129.869	130.098	130.146	129.775	
129.838	-2.72	2013-08-15T11:30:00	129.985	130.147	129.962	130.129	129.957	130.118	
129.933	130.098	15.49	2013-08-15T11:00:00	130.205	130.219	129.898	129.985	130.175	
130.194	129.866	129.957	1.83	2013-08-15T10:30:00	130.060	130.389	130.058	130.205	
130.032	130.360	130.029	130.175	20.87	2013-08-15T10:00:00	129.901	130.075	129.901	
130.060	129.873	130.050	129.874	130.032	1.47	2013-08-15T09:30:00	129.968	129.970	
129.859	129.901	129.944	129.943	129.828	129.873	-23.26	2013-08-15T09:00:00	129.720	
130.047	129.707	129.968	129.690	130.024	129.681	129.944	-14.33	2013-08-15T08:30:00	
129.790	129.845	129.685	129.720	129.759	129.818	129.652	129.690	-100.00	
2013-08-15T08:00:00	129.913	129.935	129.783	129.790	129.877	129.903	129.755	129.759	
-84.88	2013-08-15T07:30:00	129.949	130.023	129.900	129.913	129.911	129.985	129.866	
129.877	-55.36	2013-08-15T07:00:00	129.976	130.049	129.908	129.949	129.937	130.003	
129.861	129.911	-48.85	2013-08-15T06:30:00	130.033	130.064	129.976	129.976	129.983	
130.006	129.936	129.937	-46.76	2013-08-15T06:00:00	130.143	130.164	130.026	130.033	
130.020	130.068	129.966	129.983	-49.68	2013-08-15T05:30:00	130.058	130.155	130.032	
130.143	130.027	130.096	129.982	130.020	-40.79	2013-08-15T05:00:00	130.062	130.117	
130.031	130.058	130.029	130.087	129.998	130.027	-20.51	2013-08-15T04:30:00	130.168	
130.179	130.021	130.062	130.138	130.152	129.989	130.029	-3.33	2013-08-15T04:00:00	
130.134	130.204	130.104	130.168	130.107	130.176	130.074	130.138	24.73	
2013-08-15T03:30:00	130.093	130.155	130.082	130.134	130.063	130.129	130.053	130.107	
31.82	2013-08-15T03:00:00	130.090	130.157	130.038	130.093	130.060	130.128	130.009	
130.063	-11.17	2013-08-15T02:30:00	130.100	130.124	130.011	130.090	130.074	130.096	
129.984	130.060	-42.86	2013-08-15T02:00:00	130.167	130.175	130.087	130.100	130.137	
130.153	130.057	130.074	-14.98	2013-08-15T01:30:00	130.163	130.171	130.104	130.167	
130.133	130.147	130.073	130.137	5.44	2013-08-15T01:00:00	130.118	130.168	130.059	
130.163	130.091	130.139	130.033	130.133	-10.97	2013-08-15T00:30:00	130.066	130.186	
130.041	130.118	130.041	130.162	130.013	130.091	-5.78	2013-08-15T00:00:00	130.095	
130.168	130.022	130.066	130.069	130.140	129.992	130.041	-7.10	2013-08-14T23:30:00	
130.037	130.157	129.973	130.095	130.009	130.129	129.943	130.069	-3.08	
2013-08-14T23:00:00	130.131	130.202	130.017	130.037	130.103	130.174	129.994	130.009	
-6.63	2013-08-14T22:30:00	130.321	130.366	130.106	130.131	130.294	130.337	130.077	
130.103	4.61	2013-08-14T22:00:00	130.201	130.368	130.194	130.321	130.172	130.340	
130.166	130.294	-12.00	2013-08-14T21:30:00	130.139	130.208	130.020	130.201	130.101	
130.180	129.990	130.172	-34.29	2013-08-14T21:00:00	130.248	130.262	130.053	130.139	
130.218	130.236	130.030	130.101	-22.56	2013-08-14T20:30:00	130.165	130.251	130.150	
130.248	130.138	130.221	130.124	130.218	8.43	2013-08-14T20:00:00	130.126	130.186	
130.053	130.165	130.098	130.159	130.022	130.138	-29.14	2013-08-14T19:30:00	130.124	
130.161	130.039	130.126	130.093	130.140	130.014	130.098	-36.86	2013-08-14T19:00:00	
130.087	130.187	130.055	130.124	130.059	130.157	130.030	130.093	-44.45	
2013-08-14T18:30:00	130.097	130.192	130.046	130.087	130.072	130.167	130.018	130.059	
-8.24	2013-08-14T18:00:00	130.447	130.449	130.066	130.097	130.390	130.421	130.039	
130.072	2.22	2013-08-14T17:30:00	130.439	130.470	130.273	130.447	130.412	130.441	
130.244	130.390	35.67	2013-08-14T17:00:00	130.301	130.485	130.257	130.439	130.274	
130.459	130.235	130.412	38.26	2013-08-14T16:30:00	130.179	130.322	130.080	130.301	
130.153	130.293	130.053	130.274	18.15	2013-08-14T16:00:00	130.445	130.447	130.144	
130.179	130.416	130.418	130.114	130.153	4.87	2013-08-14T15:30:00	130.468	130.543	
130.409	130.445	130.446	130.517	130.382	130.416	26.96	2013-08-14T15:00:00	130.578	
130.667	130.454	130.468	130.562	130.662	130.426	130.446	31.09	2013-08-14T14:30:00	
130.205	130.677	130.205	130.578	130.175	130.650	130.173	130.562	37.34	
2013-08-14T14:00:00	130.068	130.238	130.061	130.205	130.038	130.209	130.030	130.175	
-17.29	2013-08-14T13:30:00	129.939	130.125	129.927	130.068	129.912	130.099	129.899	
130.038	-29.57	2013-08-14T13:00:00	129.936	129.990	129.856	129.939	129.905	129.963	
129.825	129.912	-47.45	2013-08-14T12:30:00	130.065	130.071	129.896	129.936	130.035	
130.043	129.870	129.905	-61.96	2013-08-14T12:00:00	130.120	130.153	129.970	130.065	
130.092	130.126	129.946	130.035	-46.19	2013-08-14T11:30:00	130.164	130.168	130.055	
130.120	130.137	130.142	130.027	130.092	-42.91	2013-08-14T11:00:00	130.158	130.198	
130.048	130.164	130.132	130.169	130.019	130.137	-20.89	2013-08-14T10:30:00	130.226	
130.238	130.145	130.158	130.202	130.213	130.115	130.132	-17.28	2013-08-14T10:00:00	
130.318	130.318	130.189	130.226	130.290	130.299	130.158	130.202	3.74	
2013-08-14T09:30:00	130.246	130.376	130.195	130.318	130.216	130.349	130.171	130.290	
10.31	2013-08-14T09:00:00	130.191	130.305	130.145	130.246	130.163	130.282	130.116	
130.216	8.32	2013-08-14T08:30:00	130.361	130.363	130.180	130.191	130.335	130.340	
130.153	130.163	0.20	2013-08-14T08:00:00	130.333	130.366	130.319	130.361	130.308	
130.342	130.289	130.335	24.50	2013-08-14T07:30:00	130.362	130.364	130.294	130.333	
130.331	130.336	130.264	130.308	4.47	2013-08-14T07:00:00	130.301	130.383	130.298	
130.362	130.259	130.353	130.254	130.331	17.62	2013-08-14T06:30:00	130.286	130.348	
130.253	130.301	130.236	130.298	130.205	130.259	1.91	2013-08-14T06:00:00	130.326	
130.359	130.239	130.286	130.180	130.272	130.187	130.236	36.84	2013-08-14T05:30:00	
130.262	130.326	130.252	130.326	130.233	130.283	130.169	130.180	36.28	
2013-08-14T05:00:00	130.199	130.294	130.198	130.262	130.171	130.266	130.171	130.233	
56.80	2013-08-14T04:30:00	130.186	130.234	130.159	130.199	130.162	130.204	130.127	
130.171	53.73	2013-08-14T04:00:00	130.265	130.285	130.137	130.186	130.237	130.260	
130.105	130.162	34.31	2013-08-14T03:30:00	130.312	130.314	130.216	130.265	130.289	
130.295	130.187	130.237	63.97	2013-08-14T03:00:00	130.283	130.362	130.252	130.312	
130.254	130.334	130.222	130.289	34.73	2013-08-14T02:30:00	130.281	130.344	130.230	
130.283	130.252	130.316	130.202	130.254	6.78	2013-08-14T02:00:00	130.051	130.294	
130.057	130.281	130.026	130.264	130.027	130.252	17.64	2013-08-14T01:30:00	130.005	
130.111	129.999	130.051	129.975	130.090	129.968	130.026	-21.36	2013-08-14T01:00:00	
129.928	130.005	129.867	130.005	129.899	129.977	129.840	129.975	-22.21	
2013-08-14T00:30:00	129.900	129.977	129.781	129.928	129.876	129.948	129.752	129.899	
-35.16	2013-08-14T00:00:00	129.980	129.984	129.852	129.900	129.951	129.957	129.822	
129.876	-42.43	2013-08-13T23:30:00	129.811	130.044	129.759	129.980	129.786	130.018	
129.728	129.951	-31.30	2013-08-13T23:00:00	130.021	130.056	129.737	129.811	129.991	
130.033	129.707	129.786	-49.23	2013-08-13T22:30:00	130.204	130.221	129.997	130.021	
130.185	130.192	129.970	129.991	-37.88	2013-08-13T22:00:00	130.079	130.237	130.070	
130.204	130.049	130.213	130.040	130.185	9.47	2013-08-13T21:30:00	130.319	130.386	
130.073	130.079	130.271	130.362	130.048	130.049	-1.82	2013-08-13T21:00:00	130.251	
130.338	130.246	130.319	130.228	130.314	130.223	130.271	52.78	2013-08-13T20:30:00	
130.328	130.334	130.241	130.251	130.297	130.305	130.215	130.228	53.36	
2013-08-13T20:00:00	130.412	130.425	130.269	130.328	130.383	130.399	130.241	130.297	
75.92	2013-08-13T19:30:00	130.349	130.485	130.351	130.412	130.321	130.461	130.325	
130.383	96.18	2013-08-13T19:00:00	130.328	130.430	130.281	130.349	130.298	130.402	
130.256	130.321	83.20	2013-08-13T18:30:00	130.341	130.370	130.274	130.328	130.313	
130.342	130.248	130.298	84.05	2013-08-13T18:00:00	130.169	130.406	130.155	130.341	
130.103	130.377	130.095	130.313	88.67	2013-08-13T17:30:00	130.091	130.170	130.026	
130.169	130.063	130.157	129.997	130.103	86.98	2013-08-13T17:00:00	129.921	130.111	
129.879	130.091	129.891	130.083	129.851	130.063	69.08	2013-08-13T16:30:00	129.869	
130.048	129.814	129.921	129.839	130.022	129.786	129.891	63.53	2013-08-13T16:00:00	
129.687	129.924	129.686	129.869	129.660	129.897	129.658	129.839	64.77	
2013-08-13T15:30:00	129.657	129.710	129.619	129.687	129.627	129.686	129.590	129.660	
58.53	2013-08-13T15:00:00	129.703	129.790	129.640	129.657	129.677	129.763	129.614	
129.627	58.11	2013-08-13T14:30:00	129.634	129.785	129.629	129.703	129.613	129.759	
129.603	129.677	52.94	2013-08-13T14:00:00	129.557	129.770	129.507	129.634	129.530	
129.743	129.470	129.613	42.25	2013-08-13T13:30:00	129.459	129.569	129.448	129.557	
129.435	129.548	129.422	129.530	29.44	2013-08-13T13:00:00	129.535	129.535	129.441	
129.459	129.509	129.508	129.415	129.435	42.62	2013-08-13T12:30:00	129.484	129.637	
129.484	129.535	129.459	129.609	129.458	129.509	46.71	2013-08-13T12:00:00	129.411	
129.487	129.400	129.484	129.383	129.461	129.369	129.459	46.26	2013-08-13T11:30:00	
129.341	129.416	129.290	129.411	129.310	129.388	129.265	129.383	20.20	
2013-08-13T11:00:00	129.311	129.390	129.190	129.341	129.283	129.363	129.162	129.310	
29.75	2013-08-13T10:30:00	129.381	129.392	129.232	129.311	129.353	129.367	129.202	
129.283	48.07	2013-08-13T10:00:00	129.401	129.475	129.348	129.381	129.373	129.447	
129.324	129.353	58.39	2013-08-13T09:30:00	129.412	129.529	129.389	129.401	129.384	
129.505	129.361	129.373	65.45	2013-08-13T09:00:00	129.201	129.481	129.141	129.412	
129.175	129.454	129.113	129.384	68.13	2013-08-13T08:30:00	129.256	129.340	129.146	
129.201	129.232	129.314	129.116	129.175	64.46	2013-08-13T08:00:00	129.216	129.308	
129.202	129.256	129.187	129.277	129.174	129.232	70.96	2013-08-13T07:30:00	129.287	
129.364	129.199	129.216	129.264	129.334	129.168	129.187	75.72	2013-08-13T07:00:00	
129.157	129.291	129.119	129.287	129.111	129.267	129.082	129.264	91.78	
2013-08-13T06:30:00	128.884	129.205	128.817	129.157	128.848	129.163	128.773	129.111	
87.83	2013-08-13T06:00:00	128.899	128.993	128.854	128.884	128.859	128.893	128.737	
128.848	82.96	2013-08-13T05:30:00	128.810	128.941	128.794	128.899	128.782	128.914	
128.764	128.859	83.99	2013-08-13T05:00:00	128.790	128.833	128.765	128.810	128.764	
128.805	128.742	128.782	82.16	2013-08-13T04:30:00	128.677	128.802	128.638	128.790	
128.649	128.775	128.608	128.764	54.78	2013-08-13T04:00:00	128.702	128.736	128.630	
128.677	128.675	128.707	128.605	128.649	55.35	2013-08-13T03:30:00	128.504	128.708	
128.496	128.702	128.476	128.681	128.466	128.675	57.93	2013-08-13T03:00:00	128.468	
128.524	128.346	128.504	128.438	128.496	128.321	128.476	29.75	2013-08-13T02:30:00	
128.476	128.516	128.451	128.468	128.447	128.491	128.422	128.438	5.82	
2013-08-13T02:00:00	128.429	128.497	128.409	128.476	128.400	128.471	128.380	128.447	
-21.72	2013-08-13T01:30:00	128.436	128.516	128.417	128.429	128.408	128.492	128.388	
128.400	-36.00	2013-08-13T01:00:00	128.414	128.459	128.390	128.436	128.386	128.429	
128.359	128.408	-30.42	2013-08-13T00:30:00	128.491	128.517	128.312	128.414	128.466	
128.492	128.282	128.386	-49.72	2013-08-13T00:00:00	128.371	128.506	128.361	128.491	
128.344	128.479	128.333	128.466	-22.85	2013-08-12T23:30:00	128.389	128.431	128.306	
128.371	128.361	128.404	128.281	128.344	-64.18	2013-08-12T23:00:00	128.393	128.461	
128.334	128.389	128.371	128.434	128.311	128.361	-44.31	2013-08-12T22:30:00	128.443	
128.521	128.393	128.393	128.417	128.492	128.371	128.371	-34.59	2013-08-12T22:00:00	
128.577	128.589	128.386	128.443	128.553	128.567	128.358	128.417	-42.29	
2013-08-12T21:30:00	128.589	128.655	128.506	128.577	128.562	128.631	128.483	128.553	
-19.59	2013-08-12T21:00:00	128.572	128.716	128.548	128.589	128.547	128.690	128.520	
128.562	-32.42	2013-08-12T20:30:00	128.686	128.688	128.556	128.572	128.657	128.658	
128.526	128.547	-46.15	2013-08-12T20:00:00	128.616	128.694	128.599	128.686	128.588	
128.666	128.572	128.657	14.29	2013-08-12T19:30:00	128.674	128.753	128.610	128.616	
128.645	128.731	128.578	128.588	6.49	2013-08-12T19:00:00	128.614	128.742	128.610	
128.674	128.587	128.717	128.583	128.645	5.10	2013-08-12T18:30:00	128.581	128.642	
128.532	128.614	128.555	128.613	128.508	128.587	-2.53	2013-08-12T18:00:00	128.695	
128.741	128.575	128.581	128.672	128.714	128.545	128.555	3.46	2013-08-12T17:30:00	
128.676	128.729	128.602	128.695	128.649	128.701	128.575	128.672	20.77	
2013-08-12T17:00:00	128.773	128.864	128.620	128.676	128.751	128.838	128.594	128.649	
2.84	2013-08-12T16:30:00	128.891	128.918	128.767	128.773	128.859	128.890	128.739	
128.751	22.19	2013-08-12T16:00:00	128.559	128.917	128.552	128.891	128.529	128.890	
128.524	128.859	30.39	2013-08-12T15:30:00	128.563	128.629	128.544	128.559	128.534	
128.603	128.520	128.529	-26.42	2013-08-12T15:00:00	128.628	128.668	128.533	128.563	
128.602	128.642	128.507	128.534	22.65	2013-08-12T14:30:00	128.634	128.670	128.557	
128.628	128.607	128.647	128.526	128.602	59.09	2013-08-12T14:00:00	128.554	128.674	
128.523	128.634	128.526	128.645	128.496	128.607	55.92	2013-08-12T13:30:00	128.553	
128.574	128.436	128.554	128.521	128.550	128.406	128.526	24.65	2013-08-12T13:00:00	
128.655	128.654	128.526	128.553	128.626	128.622	128.498	128.521	36.62	
2013-08-12T12:30:00	128.607	128.684	128.501	128.655	128.585	128.656	128.473	128.626	
21.47	2013-08-12T12:00:00	128.672	128.713	128.565	128.607	128.646	128.689	128.540	
128.585	11.80	2013-08-12T11:30:00	128.658	128.747	128.585	128.672	128.631	128.724	
128.556	128.646	16.22	2013-08-12T11:00:00	128.422	128.716	128.350	128.658	128.394	
128.691	128.326	128.631	15.40	2013-08-12T10:30:00	128.132	128.427	128.109	128.422	
128.108	128.402	128.085	128.394	0.95	2013-08-12T10:00:00	128.156	128.238	128.039	
128.132	128.130	128.212	128.013	128.108	-17.16	2013-08-12T09:30:00	128.324	128.383	
128.146	128.156	128.295	128.358	128.114	128.130	-7.93	2013-08-12T09:00:00	128.145	
128.351	128.043	128.324	128.113	128.325	128.015	128.295	11.58	2013-08-12T08:30:00	
128.390	128.575	127.997	128.145	128.357	128.535	127.957	128.113	-26.56	
2013-08-12T08:00:00	128.468	128.501	128.389	128.390	128.433	128.466	128.354	128.357	
6.61	2013-08-12T07:30:00	128.480	128.489	128.406	128.468	128.445	128.452	128.372	
128.433	15.24	2013-08-12T07:00:00	128.503	128.529	128.396	128.480	128.442	128.496	
128.329	128.445	21.33	2013-08-12T06:30:00	128.474	128.515	128.434	128.503	128.384	
128.463	128.345	128.442	20.19	2013-08-12T06:00:00	128.353	128.529	128.391	128.474	
128.260	128.468	128.262	128.384	-22.31	2013-08-12T05:30:00	128.279	128.377	128.234	
128.353	128.203	128.264	128.158	128.260	-63.50	2013-08-12T05:00:00	128.384	128.414	
128.275	128.279	128.207	128.224	128.167	128.203	-93.76	2013-08-12T04:30:00	128.411	
