日時	
EUR/JPY(始値, 買い)	EUR/JPY(高値, 買い)	EUR/JPY(安値, 買い)	EUR/JPY(終値, 買い)	EUR/JPY(始値, 売り)	EUR/JPY(高値, 売り)	EUR/JPY(安値, 売り)	EUR/JPY(終値, 売り)	OBV	
132.225	132.256	132.152	132.202	197097	2013-05-21T21:30:00	132.310	132.363	132.236	
132.255	132.282	132.333	132.208	132.225	200625	2013-05-21T21:00:00	132.283	132.417	
132.264	132.310	132.255	132.393	132.233	132.282	203816	2013-05-21T20:30:00	132.111	
132.285	132.089	132.283	132.086	132.259	132.059	132.255	199119	2013-05-21T20:00:00	
132.182	132.208	132.011	132.111	132.157	132.183	131.982	132.086	195805	
2013-05-21T19:30:00	132.151	132.245	132.112	132.182	132.125	132.216	132.086	132.157	
200024	2013-05-21T19:00:00	132.144	132.199	132.112	132.151	132.116	132.171	132.083	
132.125	196932	2013-05-21T18:30:00	132.331	132.333	132.119	132.144	132.299	132.304	
132.088	132.116	194085	2013-05-21T18:00:00	132.298	132.346	132.227	132.331	132.274	
132.318	132.198	132.299	196793	2013-05-21T17:30:00	132.210	132.327	132.144	132.298	
132.181	132.300	132.114	132.274	192714	2013-05-21T17:00:00	132.323	132.328	132.199	
132.210	132.293	132.300	132.170	132.181	185384	2013-05-21T16:30:00	132.329	132.336	
132.242	132.323	132.301	132.310	132.214	132.293	189085	2013-05-21T16:00:00	132.171	
132.353	132.168	132.329	132.145	132.325	132.144	132.301	192880	2013-05-21T15:30:00	
132.264	132.285	132.156	132.171	132.245	132.260	132.133	132.145	189377	
2013-05-21T15:00:00	132.162	132.325	132.146	132.264	132.138	132.298	132.120	132.245	
191747	2013-05-21T14:30:00	132.152	132.178	132.096	132.162	132.125	132.151	132.067	
132.138	187937	2013-05-21T14:00:00	132.097	132.175	132.070	132.152	132.066	132.147	
132.041	132.125	185776	2013-05-21T13:30:00	132.095	132.127	132.065	132.097	132.067	
132.099	132.038	132.066	183986	2013-05-21T13:00:00	132.144	132.163	132.059	132.095	
132.115	132.136	132.034	132.067	185266	2013-05-21T12:30:00	132.136	132.187	132.089	
132.144	132.110	132.161	132.063	132.115	187282	2013-05-21T12:00:00	132.174	132.203	
132.096	132.136	132.143	132.176	132.069	132.110	185299	2013-05-21T11:30:00	132.148	
132.227	132.148	132.174	132.121	132.199	132.119	132.143	187324	2013-05-21T11:00:00	
132.187	132.198	132.137	132.148	132.158	132.175	132.109	132.121	184856	
2013-05-21T10:30:00	132.244	132.300	132.132	132.187	132.213	132.272	132.103	132.158	
187133	2013-05-21T10:00:00	131.958	132.319	131.943	132.244	131.933	132.294	131.915	
132.213	190869	2013-05-21T09:30:00	131.893	132.013	131.890	131.958	131.863	131.986	
131.860	131.933	184177	2013-05-21T09:00:00	131.705	131.900	131.695	131.893	131.676	
131.872	131.665	131.863	179464	2013-05-21T08:30:00	131.738	131.784	131.699	131.705	
131.708	131.755	131.668	131.676	176040	2013-05-21T08:00:00	131.734	131.800	131.713	
131.738	131.707	131.768	131.685	131.708	177750	2013-05-21T07:30:00	131.787	131.797	
131.702	131.734	131.754	131.764	131.671	131.707	175208	2013-05-21T07:00:00	131.778	
131.844	131.758	131.787	131.732	131.812	131.725	131.754	178027	2013-05-21T06:30:00	
131.778	131.846	131.769	131.778	131.726	131.798	131.719	131.732	176188	
2013-05-21T06:00:00	131.810	131.859	131.711	131.778	131.689	131.780	131.653	131.726	
175539	2013-05-21T05:30:00	131.806	131.845	131.742	131.810	131.777	131.831	131.689	
131.689	175000	2013-05-21T05:00:00	131.805	131.827	131.772	131.806	131.785	131.807	
131.748	131.777	176104	2013-05-21T04:30:00	131.939	131.952	131.776	131.805	131.914	
131.923	131.753	131.785	177307	2013-05-21T04:00:00	131.921	132.017	131.871	131.939	
131.892	131.986	131.844	131.914	179055	2013-05-21T03:30:00	131.883	131.921	131.801	
131.921	131.852	131.892	131.771	131.892	175942	2013-05-21T03:00:00	131.793	131.906	
131.655	131.883	131.763	131.877	131.626	131.852	172835	2013-05-21T02:30:00	131.890	
131.927	131.701	131.793	131.857	131.896	131.669	131.763	168907	2013-05-21T02:00:00	
131.898	131.978	131.846	131.890	131.870	131.950	131.814	131.857	171926	
2013-05-21T01:30:00	131.935	131.945	131.881	131.898	131.912	131.920	131.850	131.870	
175311	2013-05-21T01:00:00	131.943	131.984	131.866	131.935	131.915	131.956	131.840	
131.912	177668	2013-05-21T00:30:00	131.897	131.992	131.871	131.943	131.872	131.967	
131.842	131.915	180306	2013-05-21T00:00:00	131.727	131.973	131.727	131.897	131.700	
131.943	131.700	131.872	176673	2013-05-20T23:30:00	131.780	131.830	131.689	131.727	
131.751	131.804	131.661	131.700	172762	2013-05-20T23:00:00	131.783	131.882	131.750	
131.780	131.754	131.857	131.723	131.751	176547	2013-05-20T22:30:00	131.667	131.785	
131.635	131.783	131.639	131.755	131.606	131.754	180577	2013-05-20T22:00:00	131.615	
131.788	131.604	131.667	131.587	131.762	131.574	131.639	176867	2013-05-20T21:30:00	
131.811	131.853	131.572	131.615	131.779	131.828	131.546	131.587	172030	
2013-05-20T21:00:00	131.930	131.967	131.795	131.811	131.900	131.939	131.767	131.779	
177638	2013-05-20T20:30:00	131.920	131.982	131.852	131.930	131.891	131.954	131.828	
131.900	182020	2013-05-20T20:00:00	131.917	131.974	131.864	131.920	131.890	131.947	
131.834	131.891	179592	2013-05-20T19:30:00	132.014	132.040	131.891	131.917	131.983	
132.010	131.860	131.890	176538	2013-05-20T19:00:00	132.042	132.145	131.969	132.014	
132.013	132.120	131.941	131.983	178913	2013-05-20T18:30:00	131.951	132.056	131.933	
132.042	131.923	132.027	131.898	132.013	183016	2013-05-20T18:00:00	132.030	132.057	
131.900	131.951	132.000	132.027	131.871	131.923	179169	2013-05-20T17:30:00	131.924	
132.062	131.887	132.030	131.899	132.032	131.861	132.000	182286	2013-05-20T17:00:00	
131.916	131.996	131.878	131.924	131.889	131.966	131.848	131.899	177449	
2013-05-20T16:30:00	131.879	132.029	131.860	131.916	131.857	132.002	131.829	131.889	
173401	2013-05-20T16:00:00	131.865	131.947	131.841	131.879	131.837	131.921	131.814	
131.857	169377	2013-05-20T15:30:00	131.940	131.950	131.840	131.865	131.913	131.924	
131.816	131.837	165595	2013-05-20T15:00:00	131.929	131.971	131.856	131.940	131.900	
131.942	131.831	131.913	168130	2013-05-20T14:30:00	131.917	131.954	131.867	131.929	
131.887	131.925	131.841	131.900	164090	2013-05-20T14:00:00	131.879	131.951	131.827	
131.917	131.853	131.925	131.796	131.887	161968	2013-05-20T13:30:00	131.865	131.915	
131.841	131.879	131.836	131.894	131.816	131.853	159669	2013-05-20T13:00:00	131.893	
131.911	131.821	131.865	131.862	131.883	131.796	131.836	157876	2013-05-20T12:30:00	
131.912	131.940	131.834	131.893	131.880	131.911	131.805	131.862	161236	
2013-05-20T12:00:00	131.960	131.982	131.911	131.912	131.932	131.957	131.880	131.880	
164857	2013-05-20T11:30:00	131.940	131.986	131.934	131.960	131.913	131.961	131.907	
131.932	167062	2013-05-20T11:00:00	131.912	131.944	131.872	131.940	131.888	131.916	
131.845	131.913	164955	2013-05-20T10:30:00	131.925	131.989	131.905	131.912	131.898	
131.959	131.878	131.888	162694	2013-05-20T10:00:00	131.880	131.984	131.865	131.925	
131.851	131.956	131.841	131.898	164636	2013-05-20T09:30:00	131.868	131.971	131.829	
131.880	131.836	131.944	131.800	131.851	162225	2013-05-20T09:00:00	131.827	131.908	
131.757	131.868	131.800	131.880	131.727	131.836	158114	2013-05-20T08:30:00	131.940	
132.054	131.780	131.827	131.911	132.023	131.755	131.800	154193	2013-05-20T08:00:00	
132.004	132.044	131.911	131.940	131.974	132.023	131.879	131.911	157813	
2013-05-20T07:30:00	132.055	132.118	131.972	132.004	132.017	132.084	131.934	131.974	
159824	2013-05-20T07:00:00	131.829	132.138	131.829	132.055	131.784	132.079	131.784	
132.017	162189	2013-05-20T06:30:00	131.992	131.993	131.057	131.829	131.936	131.941	
130.914	131.784	157835	2013-05-20T06:00:00	132.007	132.217	131.971	131.992	131.903	
132.148	131.884	131.936	160448	2013-05-20T05:30:00	132.099	132.228	132.007	132.007	
131.993	132.091	131.903	131.903	159399	2013-05-20T05:00:00	132.309	132.309	132.044	
132.099	132.165	132.165	131.957	131.993	159983	2013-05-20T04:30:00	132.357	132.357	
132.239	132.309	132.186	132.220	132.121	132.165	160551	2013-05-20T04:00:00	132.536	
132.536	132.317	132.357	132.473	132.473	132.149	132.186	160758	2013-05-18T05:30:00	
132.429	132.557	132.426	132.536	132.388	132.496	132.375	132.473	160832	
2013-05-18T05:00:00	132.503	132.509	132.332	132.429	132.473	132.479	132.289	132.388	
159047	2013-05-18T04:30:00	132.470	132.566	132.469	132.503	132.447	132.538	132.437	
132.473	161022	2013-05-18T04:00:00	132.393	132.504	132.375	132.470	132.365	132.476	
132.340	132.447	157859	2013-05-18T03:30:00	132.448	132.478	132.336	132.393	132.417	
132.450	132.306	132.365	154957	2013-05-18T03:00:00	132.257	132.456	132.230	132.448	
132.225	132.428	132.195	132.417	157945	2013-05-18T02:30:00	132.152	132.323	132.135	
132.257	132.119	132.294	132.106	132.225	154018	2013-05-18T02:00:00	132.149	132.178	
132.108	132.152	132.117	132.144	132.076	132.119	150079	2013-05-18T01:30:00	132.032	
132.181	132.032	132.149	132.005	132.151	132.003	132.117	146566	2013-05-18T01:00:00	
132.004	132.093	132.002	132.032	131.979	132.067	131.971	132.005	139372	
2013-05-18T00:30:00	132.070	132.093	131.980	132.004	132.040	132.069	131.950	131.979	
133346	2013-05-18T00:00:00	132.055	132.137	131.984	132.070	132.028	132.107	131.958	
132.040	144589	2013-05-17T23:30:00	132.067	132.136	131.970	132.055	132.039	132.110	
131.936	132.028	133186	2013-05-17T23:00:00	131.777	132.182	131.770	132.067	131.745	
132.156	131.737	132.039	149621	2013-05-17T22:30:00	131.441	131.812	131.408	131.777	
131.417	131.787	131.379	131.745	122016	2013-05-17T22:00:00	131.453	131.668	131.305	
131.441	131.431	131.641	131.280	131.417	101542	2013-05-17T21:30:00	131.609	131.624	
131.439	131.453	131.587	131.600	131.413	131.431	117579	2013-05-17T21:00:00	131.952	
131.995	131.591	131.609	131.925	131.973	131.571	131.587	133507	2013-05-17T20:30:00	
131.871	132.017	131.837	131.952	131.850	131.996	131.812	131.925	145026	
2013-05-17T20:00:00	131.658	131.900	131.649	131.871	131.630	131.879	131.624	131.850	
137604	2013-05-17T19:30:00	131.862	131.876	131.648	131.658	131.836	131.851	131.625	
131.630	131130	2013-05-17T19:00:00	131.908	132.028	131.779	131.862	131.886	132.004	
131.757	131.836	138193	2013-05-17T18:30:00	131.922	131.992	131.823	131.908	131.897	
131.965	131.799	131.886	146343	2013-05-17T18:00:00	132.025	132.097	131.883	131.922	
131.998	132.079	131.862	131.897	155061	2013-05-17T17:30:00	132.000	132.036	131.924	
132.025	131.982	132.018	131.899	131.998	162436	2013-05-17T17:00:00	132.001	132.071	
131.870	132.000	131.971	132.045	131.850	131.982	155605	2013-05-17T16:30:00	131.904	
132.059	131.880	132.001	131.881	132.037	131.852	131.971	148040	2013-05-17T16:00:00	
131.892	131.932	131.726	131.904	131.865	131.908	131.698	131.881	139851	
2013-05-17T15:30:00	131.823	131.946	131.749	131.892	131.792	131.922	131.725	131.865	
131235	2013-05-17T15:00:00	131.609	131.869	131.608	131.823	131.584	131.843	131.579	
131.792	123655	2013-05-17T14:30:00	131.590	131.668	131.574	131.609	131.561	131.638	
131.547	131.584	115310	2013-05-17T14:00:00	131.616	131.652	131.577	131.590	131.586	
131.623	131.549	131.561	111558	2013-05-17T13:30:00	131.578	131.631	131.536	131.616	
131.552	131.604	131.511	131.586	114205	2013-05-17T13:00:00	131.574	131.589	131.495	
131.578	131.547	131.562	131.466	131.552	111126	2013-05-17T12:30:00	131.579	131.656	
131.566	131.574	131.553	131.632	131.537	131.547	107929	2013-05-17T12:00:00	131.534	
131.626	131.528	131.579	131.506	131.597	131.502	131.553	111031	2013-05-17T11:30:00	
131.570	131.621	131.498	131.534	131.541	131.591	131.470	131.506	109110	
2013-05-17T11:00:00	131.654	131.678	131.551	131.570	131.625	131.651	131.526	131.541	
112689	2013-05-17T10:30:00	131.668	131.740	131.638	131.654	131.639	131.711	131.611	
131.625	117961	2013-05-17T10:00:00	131.704	131.761	131.657	131.668	131.679	131.734	
131.626	131.639	122578	2013-05-17T09:30:00	131.754	131.789	131.662	131.704	131.726	
131.762	131.634	131.679	130212	2013-05-17T09:00:00	131.594	131.774	131.529	131.754	
131.566	131.748	131.504	131.726	135694	2013-05-17T08:30:00	131.578	131.651	131.565	
131.594	131.555	131.626	131.537	131.566	128276	2013-05-17T08:00:00	131.693	131.693	
131.563	131.578	131.660	131.664	131.542	131.555	125927	2013-05-17T07:30:00	131.734	
131.765	131.656	131.693	131.703	131.736	131.627	131.660	128006	2013-05-17T07:00:00	
131.742	131.747	131.693	131.734	131.691	131.715	131.660	131.703	129915	
2013-05-17T06:30:00	131.759	131.774	131.722	131.742	131.710	131.725	131.678	131.691	
128165	2013-05-17T06:00:00	131.759	131.848	131.669	131.759	131.709	131.799	131.597	
131.710	129088	2013-05-17T05:30:00	131.762	131.813	131.696	131.759	131.728	131.789	
131.653	131.709	127610	2013-05-17T05:00:00	131.786	131.820	131.713	131.762	131.754	
131.790	131.684	131.728	129869	2013-05-17T04:30:00	131.754	131.821	131.683	131.786	
131.723	131.792	131.649	131.754	133022	2013-05-17T04:00:00	131.737	131.970	131.698	
131.754	131.707	131.940	131.667	131.723	126558	2013-05-17T03:30:00	131.727	131.802	
131.688	131.737	131.698	131.772	131.661	131.707	115693	2013-05-17T03:00:00	131.659	
131.746	131.614	131.727	131.629	131.719	131.584	131.698	112726	2013-05-17T02:30:00	
131.740	131.808	131.608	131.659	131.712	131.782	131.578	131.629	109295	
2013-05-17T02:00:00	131.731	131.774	131.644	131.740	131.708	131.745	131.615	131.712	
113820	2013-05-17T01:30:00	131.864	131.870	131.718	131.731	131.835	131.843	131.692	
131.708	110435	2013-05-17T01:00:00	131.856	131.902	131.801	131.864	131.828	131.876	
131.775	131.835	116001	2013-05-17T00:30:00	131.701	131.954	131.685	131.856	131.671	
131.933	131.655	131.828	111858	2013-05-17T00:00:00	131.703	131.809	131.590	131.701	
131.676	131.783	131.563	131.671	102942	2013-05-16T23:30:00	131.854	131.885	131.674	
131.703	131.822	131.858	131.646	131.676	118359	2013-05-16T23:00:00	131.937	131.965	
131.743	131.854	131.914	131.944	131.708	131.822	130877	2013-05-16T22:30:00	131.946	
132.001	131.873	131.937	131.916	131.974	131.853	131.914	152980	2013-05-16T22:00:00	
132.002	132.033	131.877	131.946	131.972	132.010	131.848	131.916	162564	
2013-05-16T21:30:00	132.157	132.158	131.811	132.002	132.127	132.129	131.783	131.972	
175965	2013-05-16T21:00:00	132.071	132.222	132.023	132.157	132.043	132.193	131.995	
132.127	200610	2013-05-16T20:30:00	132.053	132.093	131.945	132.071	132.025	132.068	
131.917	132.043	192173	2013-05-16T20:00:00	132.108	132.149	132.007	132.053	132.080	
132.122	131.975	132.025	186264	2013-05-16T19:30:00	132.062	132.153	131.978	132.108	
132.035	132.128	131.947	132.080	194577	2013-05-16T19:00:00	132.064	132.120	131.986	
132.062	132.034	132.093	131.958	132.035	188067	2013-05-16T18:30:00	132.012	132.202	
131.973	132.064	131.983	132.173	131.943	132.034	181605	2013-05-16T18:00:00	131.815	
132.067	131.802	132.012	131.787	132.045	131.774	131.983	173538	2013-05-16T17:30:00	
131.601	131.881	131.598	131.815	131.572	131.857	131.570	131.787	165537	
2013-05-16T17:00:00	131.757	131.831	131.590	131.601	131.727	131.805	131.563	131.572	
159332	2013-05-16T16:30:00	131.714	131.954	131.670	131.757	131.685	131.928	131.642	
131.727	167100	2013-05-16T16:00:00	131.683	131.765	131.619	131.714	131.657	131.740	
131.593	131.685	156205	2013-05-16T15:30:00	131.707	131.741	131.649	131.683	131.681	
131.713	131.626	131.657	149752	2013-05-16T15:00:00	131.737	131.808	131.656	131.707	
131.709	131.789	131.632	131.681	154561	2013-05-16T14:30:00	131.621	131.806	131.584	
131.737	131.595	131.775	131.554	131.709	162884	2013-05-16T14:00:00	131.614	131.644	
131.552	131.621	131.586	131.621	131.526	131.595	155855	2013-05-16T13:30:00	131.544	
131.621	131.523	131.614	131.518	131.593	131.494	131.586	152599	2013-05-16T13:00:00	
131.556	131.581	131.480	131.544	131.528	131.555	131.453	131.518	149394	
2013-05-16T12:30:00	131.584	131.605	131.494	131.556	131.554	131.580	131.467	131.528	
153350	2013-05-16T12:00:00	131.491	131.634	131.487	131.584	131.459	131.605	131.458	
131.554	158052	2013-05-16T11:30:00	131.462	131.595	131.454	131.491	131.436	131.567	
131.425	131.459	154577	2013-05-16T11:00:00	131.472	131.545	131.407	131.462	131.443	
131.518	131.379	131.436	150465	2013-05-16T10:30:00	131.428	131.519	131.301	131.472	
131.397	131.490	131.271	131.443	155129	2013-05-16T10:00:00	131.574	131.654	131.421	
131.428	131.543	131.626	131.395	131.397	149066	2013-05-16T09:30:00	131.516	131.595	
131.420	131.574	131.488	131.570	131.391	131.543	153162	2013-05-16T09:00:00	131.731	
131.738	131.460	131.516	131.701	131.709	131.430	131.488	145800	2013-05-16T08:30:00	
131.657	131.789	131.609	131.731	131.627	131.762	131.581	131.701	154574	
2013-05-16T08:00:00	131.657	131.725	131.639	131.657	131.626	131.700	131.611	131.627	
149642	2013-05-16T07:30:00	131.638	131.700	131.619	131.657	131.609	131.671	131.589	
131.626	147224	2013-05-16T07:00:00	131.744	131.749	131.606	131.638	131.697	131.722	
131.572	131.609	145218	2013-05-16T06:30:00	131.790	131.798	131.700	131.744	131.740	
131.748	131.662	131.697	146689	2013-05-16T06:00:00	131.792	131.863	131.737	131.790	
131.750	131.770	131.684	131.740	147996	2013-05-16T05:30:00	131.753	131.814	131.717	
131.792	131.720	131.783	131.697	131.750	149021	2013-05-16T05:00:00	131.788	131.811	
131.697	131.753	131.759	131.781	131.665	131.720	147804	2013-05-16T04:30:00	131.795	
131.880	131.755	131.788	131.764	131.851	131.726	131.759	150139	2013-05-16T04:00:00	
131.741	131.853	131.706	131.795	131.710	131.822	131.672	131.764	153275	
2013-05-16T03:30:00	131.597	131.759	131.538	131.741	131.567	131.730	131.511	131.710	
149961	2013-05-16T03:00:00	131.667	131.752	131.504	131.597	131.641	131.723	131.474	
131.567	145663	2013-05-16T02:30:00	131.716	131.808	131.667	131.667	131.686	131.780	
131.636	131.641	150564	2013-05-16T02:00:00	131.846	131.868	131.694	131.716	131.822	
131.843	131.667	131.686	154962	2013-05-16T01:30:00	131.781	131.931	131.781	131.846	
131.752	131.904	131.752	131.822	159562	2013-05-16T01:00:00	131.715	131.796	131.667	
131.781	131.691	131.767	131.638	131.752	154983	2013-05-16T00:30:00	131.692	131.746	
131.632	131.715	131.667	131.718	131.603	131.691	148966	2013-05-16T00:00:00	131.747	
131.866	131.681	131.692	131.721	131.841	131.653	131.667	142580	2013-05-15T23:30:00	
131.431	131.780	131.431	131.747	131.402	131.755	131.402	131.721	152115	
2013-05-15T23:00:00	131.382	131.582	131.281	131.431	131.349	131.552	131.253	131.402	
141653	2013-05-15T22:30:00	131.483	131.656	131.201	131.382	131.458	131.627	131.171	
131.349	128955	2013-05-15T22:00:00	131.910	131.933	131.459	131.483	131.881	131.906	
131.433	131.458	146983	2013-05-15T21:30:00	131.950	132.031	131.872	131.910	131.934	
132.007	131.850	131.881	164907	2013-05-15T21:00:00	132.069	132.130	131.922	131.950	
132.039	132.103	131.897	131.934	178728	2013-05-15T20:30:00	132.134	132.201	132.037	
132.069	132.109	132.176	132.008	132.039	188822	2013-05-15T20:00:00	132.097	132.175	
132.001	132.134	132.071	132.144	131.973	132.109	194491	2013-05-15T19:30:00	132.264	
132.333	132.043	132.097	132.234	132.307	132.015	132.071	186851	2013-05-15T19:00:00	
132.029	132.299	132.023	132.264	132.000	132.274	131.995	132.234	197989	
2013-05-15T18:30:00	132.154	132.154	131.949	132.029	132.123	132.123	131.919	132.000	
187827	2013-05-15T18:00:00	132.178	132.207	132.076	132.154	132.149	132.179	132.047	
132.123	196015	2013-05-15T17:30:00	132.158	132.240	132.106	132.178	132.126	132.212	
132.080	132.149	201680	2013-05-15T17:00:00	132.136	132.218	132.102	132.158	132.100	
132.190	132.073	132.126	196203	2013-05-15T16:30:00	132.114	132.233	132.081	132.136	
